"name","Age_2024","G_2024","AB_2024","PA_2024","H_2024","X1B_2024","X2B_2024","X3B_2024","HR_2024","R_2024","RBI_2024","BB_2024","IBB_2024","SO_2024","HBP_2024","SF_2024","SH_2024","GDP_2024","SB_2024","CS_2024","AVG_2024","GB_2024","FB_2024","LD_2024","IFFB_2024","Pitches_2024","Balls_2024","Strikes_2024","IFH_2024","BU_2024","BUH_2024","BB_pct_2024","K_pct_2024","BB_K_2024","OBP_2024","SLG_2024","OPS_2024","ISO_2024","BABIP_2024","GB_FB_2024","LD_pct_2024","GB_pct_2024","FB_pct_2024","IFFB_pct_2024","HR_FB_2024","IFH_pct_2024","BUH_pct_2024","TTO_pct_2024","wOBA_2024","wRAA_2024","wRC_2024","WAR_2024","BaseRunning_2024","Spd_2024","wRC_plus_2024","wBsR_2024","WPA_2024","Clutch_2024","O.Swing_pct_2024","Z.Swing_pct_2024","Swing_pct_2024","O.Contact_pct_2024","Z.Contact_pct_2024","Contact_pct_2024","Zone_pct_2024","F.Strike_pct_2024","SwStr_pct_2024","CStr_pct_2024","C.SwStr_pct_2024","BB_pct_plus_2024","K_pct_plus_2024","OBP_plus_2024","SLG_plus_2024","ISO_plus_2024","BABIP_plus_2024","LD_pct_plus_2024","GB_pct_plus_2024","FB_pct_plus_2024","HRFB_pct_plus_2024","xwOBA_2024","xAVG_2024","xSLG_2024","XBR_2024","EV_2024","LA_2024","Barrels_2024","Barrel_pct_2024","maxEV_2024","HardHit_2024","HardHit_pct_2024","Age_2023","G_2023","AB_2023","PA_2023","H_2023","X1B_2023","X2B_2023","X3B_2023","HR_2023","R_2023","RBI_2023","BB_2023","IBB_2023","SO_2023","HBP_2023","SF_2023","SH_2023","GDP_2023","SB_2023","CS_2023","AVG_2023","GB_2023","FB_2023","LD_2023","IFFB_2023","Pitches_2023","Balls_2023","Strikes_2023","IFH_2023","BU_2023","BUH_2023","BB_pct_2023","K_pct_2023","BB_K_2023","OBP_2023","SLG_2023","OPS_2023","ISO_2023","BABIP_2023","GB_FB_2023","LD_pct_2023","GB_pct_2023","FB_pct_2023","IFFB_pct_2023","HR_FB_2023","IFH_pct_2023","BUH_pct_2023","TTO_pct_2023","wOBA_2023","wRAA_2023","wRC_2023","WAR_2023","BaseRunning_2023","Spd_2023","wRC_plus_2023","wBsR_2023","WPA_2023","Clutch_2023","O.Swing_pct_2023","Z.Swing_pct_2023","Swing_pct_2023","O.Contact_pct_2023","Z.Contact_pct_2023","Contact_pct_2023","Zone_pct_2023","F.Strike_pct_2023","SwStr_pct_2023","CStr_pct_2023","C.SwStr_pct_2023","BB_pct_plus_2023","K_pct_plus_2023","OBP_plus_2023","SLG_plus_2023","ISO_plus_2023","BABIP_plus_2023","LD_pct_plus_2023","GB_pct_plus_2023","FB_pct_plus_2023","HRFB_pct_plus_2023","xwOBA_2023","xAVG_2023","xSLG_2023","XBR_2023","EV_2023","LA_2023","Barrels_2023","Barrel_pct_2023","maxEV_2023","HardHit_2023","HardHit_pct_2023","Age_2022","G_2022","AB_2022","PA_2022","H_2022","X1B_2022","X2B_2022","X3B_2022","HR_2022","R_2022","RBI_2022","BB_2022","IBB_2022","SO_2022","HBP_2022","SF_2022","SH_2022","GDP_2022","SB_2022","CS_2022","AVG_2022","GB_2022","FB_2022","LD_2022","IFFB_2022","Pitches_2022","Balls_2022","Strikes_2022","IFH_2022","BU_2022","BUH_2022","BB_pct_2022","K_pct_2022","BB_K_2022","OBP_2022","SLG_2022","OPS_2022","ISO_2022","BABIP_2022","GB_FB_2022","LD_pct_2022","GB_pct_2022","FB_pct_2022","IFFB_pct_2022","HR_FB_2022","IFH_pct_2022","BUH_pct_2022","TTO_pct_2022","wOBA_2022","wRAA_2022","wRC_2022","WAR_2022","BaseRunning_2022","Spd_2022","wRC_plus_2022","wBsR_2022","WPA_2022","Clutch_2022","O.Swing_pct_2022","Z.Swing_pct_2022","Swing_pct_2022","O.Contact_pct_2022","Z.Contact_pct_2022","Contact_pct_2022","Zone_pct_2022","F.Strike_pct_2022","SwStr_pct_2022","CStr_pct_2022","C.SwStr_pct_2022","BB_pct_plus_2022","K_pct_plus_2022","OBP_plus_2022","SLG_plus_2022","ISO_plus_2022","BABIP_plus_2022","LD_pct_plus_2022","GB_pct_plus_2022","FB_pct_plus_2022","HRFB_pct_plus_2022","xwOBA_2022","xAVG_2022","xSLG_2022","XBR_2022","EV_2022","LA_2022","Barrels_2022","Barrel_pct_2022","maxEV_2022","HardHit_2022","HardHit_pct_2022","Age_2021","G_2021","AB_2021","PA_2021","H_2021","X1B_2021","X2B_2021","X3B_2021","HR_2021","R_2021","RBI_2021","BB_2021","IBB_2021","SO_2021","HBP_2021","SF_2021","SH_2021","GDP_2021","SB_2021","CS_2021","AVG_2021","GB_2021","FB_2021","LD_2021","IFFB_2021","Pitches_2021","Balls_2021","Strikes_2021","IFH_2021","BU_2021","BUH_2021","BB_pct_2021","K_pct_2021","BB_K_2021","OBP_2021","SLG_2021","OPS_2021","ISO_2021","BABIP_2021","GB_FB_2021","LD_pct_2021","GB_pct_2021","FB_pct_2021","IFFB_pct_2021","HR_FB_2021","IFH_pct_2021","BUH_pct_2021","TTO_pct_2021","wOBA_2021","wRAA_2021","wRC_2021","WAR_2021","BaseRunning_2021","Spd_2021","wRC_plus_2021","wBsR_2021","WPA_2021","Clutch_2021","O.Swing_pct_2021","Z.Swing_pct_2021","Swing_pct_2021","O.Contact_pct_2021","Z.Contact_pct_2021","Contact_pct_2021","Zone_pct_2021","F.Strike_pct_2021","SwStr_pct_2021","CStr_pct_2021","C.SwStr_pct_2021","BB_pct_plus_2021","K_pct_plus_2021","OBP_plus_2021","SLG_plus_2021","ISO_plus_2021","BABIP_plus_2021","LD_pct_plus_2021","GB_pct_plus_2021","FB_pct_plus_2021","HRFB_pct_plus_2021","xwOBA_2021","xAVG_2021","xSLG_2021","XBR_2021","EV_2021","LA_2021","Barrels_2021","Barrel_pct_2021","maxEV_2021","HardHit_2021","HardHit_pct_2021","Age_2020","G_2020","AB_2020","PA_2020","H_2020","X1B_2020","X2B_2020","X3B_2020","HR_2020","R_2020","RBI_2020","BB_2020","IBB_2020","SO_2020","HBP_2020","SF_2020","SH_2020","GDP_2020","SB_2020","CS_2020","AVG_2020","GB_2020","FB_2020","LD_2020","IFFB_2020","Pitches_2020","Balls_2020","Strikes_2020","IFH_2020","BU_2020","BUH_2020","BB_pct_2020","K_pct_2020","BB_K_2020","OBP_2020","SLG_2020","OPS_2020","ISO_2020","BABIP_2020","GB_FB_2020","LD_pct_2020","GB_pct_2020","FB_pct_2020","IFFB_pct_2020","HR_FB_2020","IFH_pct_2020","BUH_pct_2020","TTO_pct_2020","wOBA_2020","wRAA_2020","wRC_2020","WAR_2020","BaseRunning_2020","Spd_2020","wRC_plus_2020","wBsR_2020","WPA_2020","Clutch_2020","O.Swing_pct_2020","Z.Swing_pct_2020","Swing_pct_2020","O.Contact_pct_2020","Z.Contact_pct_2020","Contact_pct_2020","Zone_pct_2020","F.Strike_pct_2020","SwStr_pct_2020","CStr_pct_2020","C.SwStr_pct_2020","BB_pct_plus_2020","K_pct_plus_2020","OBP_plus_2020","SLG_plus_2020","ISO_plus_2020","BABIP_plus_2020","LD_pct_plus_2020","GB_pct_plus_2020","FB_pct_plus_2020","HRFB_pct_plus_2020","xwOBA_2020","xAVG_2020","xSLG_2020","XBR_2020","EV_2020","LA_2020","Barrels_2020","Barrel_pct_2020","maxEV_2020","HardHit_2020","HardHit_pct_2020","Age_2019","G_2019","AB_2019","PA_2019","H_2019","X1B_2019","X2B_2019","X3B_2019","HR_2019","R_2019","RBI_2019","BB_2019","IBB_2019","SO_2019","HBP_2019","SF_2019","SH_2019","GDP_2019","SB_2019","CS_2019","AVG_2019","GB_2019","FB_2019","LD_2019","IFFB_2019","Pitches_2019","Balls_2019","Strikes_2019","IFH_2019","BU_2019","BUH_2019","BB_pct_2019","K_pct_2019","BB_K_2019","OBP_2019","SLG_2019","OPS_2019","ISO_2019","BABIP_2019","GB_FB_2019","LD_pct_2019","GB_pct_2019","FB_pct_2019","IFFB_pct_2019","HR_FB_2019","IFH_pct_2019","BUH_pct_2019","TTO_pct_2019","wOBA_2019","wRAA_2019","wRC_2019","WAR_2019","BaseRunning_2019","Spd_2019","wRC_plus_2019","wBsR_2019","WPA_2019","Clutch_2019","O.Swing_pct_2019","Z.Swing_pct_2019","Swing_pct_2019","O.Contact_pct_2019","Z.Contact_pct_2019","Contact_pct_2019","Zone_pct_2019","F.Strike_pct_2019","SwStr_pct_2019","CStr_pct_2019","C.SwStr_pct_2019","BB_pct_plus_2019","K_pct_plus_2019","OBP_plus_2019","SLG_plus_2019","ISO_plus_2019","BABIP_plus_2019","LD_pct_plus_2019","GB_pct_plus_2019","FB_pct_plus_2019","HRFB_pct_plus_2019","xwOBA_2019","xAVG_2019","xSLG_2019","XBR_2019","EV_2019","LA_2019","Barrels_2019","Barrel_pct_2019","maxEV_2019","HardHit_2019","HardHit_pct_2019"
"A.J. Pollock",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,54,133,144,22,13,4,0,5,15,15,9,0,32,0,2,0,1,0,1,0.1654,50,42,11,5,559,192,367,5,0,0,0.0625,0.2222,0.2812,0.2153,0.3083,0.5235,0.1429,0.1735,1.1905,0.1068,0.4854,0.4078,0.119,0.119,0.1,0,0.3194,0.2273,-10.8915,6.654,-0.7516,-0.5109,2.5403,45.1909,-0.5916,-0.9627,0.1701,0.3872,0.6987,0.5153,0.622,0.8625,0.7561,0.4111,0.7292,0.1252,0.1395,0.2648,74.649,96.2633,67.9111,74.854,86.5437,58.5839,53.6026,115.216,107.6233,94.7497,0.267,0.201,0.359,0.0807,89.3683,13.0098,7,0.068,108.136,42,0.4078,34,138,489,527,120,79,26,1,14,61,56,32,0,98,2,4,0,13,3,1,0.2454,178,141,75,25,1837,617,1220,9,1,0,0.0607,0.186,0.3265,0.2922,0.3885,0.6808,0.1431,0.2782,1.2624,0.1904,0.4518,0.3579,0.1773,0.0993,0.0506,0,0.2732,0.2974,-5.1828,55.0778,0.5345,-2.3689,3.4579,92.1105,-0.2649,0.3841,1.6769,0.3787,0.7609,0.5362,0.6357,0.8819,0.7797,0.4121,0.6319,0.1181,0.1279,0.2461,76.2792,83.6973,94.4623,99.1685,95.8656,96.0697,96.3093,105.856,95.2877,90.2315,0.317,0.258,0.419,-2.104,88.7514,11.7569,37,0.0937,110.847,166,0.4203,33,117,384,422,114,65,27,1,21,53,69,30,4,80,6,2,0,4,9,1,0.2969,122,118,66,6,1465,494,971,17,0,0,0.0711,0.1896,0.375,0.3555,0.5365,0.8919,0.2396,0.3263,1.0339,0.2157,0.3987,0.3856,0.0508,0.178,0.1393,0,0.3104,0.3748,21.0945,72.18,3.1512,0.9179,4.3821,136.8626,1.0487,-0.0542,-1.7567,0.3763,0.7386,0.5276,0.6137,0.8805,0.7697,0.4177,0.6351,0.1215,0.1345,0.256,77.3945,85.0024,108.9523,127.6226,139.7591,110.8002,103.0775,93.3992,105.9736,130.0684,0.359,0.282,0.499,-0.1308,90.3194,11.9608,34,0.1111,111.242,144,0.4706,32,55,196,210,54,29,9,0,16,30,34,12,1,45,0,2,0,6,2,2,0.2755,61,61,31,4,746,253,493,6,0,0,0.0571,0.2143,0.2667,0.3143,0.5663,0.8806,0.2908,0.2774,1,0.2026,0.3987,0.3987,0.0656,0.2623,0.0984,0,0.3476,0.3641,7.849,34.1961,1.1489,-0.9572,2.6049,129.8096,-0.5962,1.5658,0.7462,0.3372,0.6646,0.4772,0.6111,0.9057,0.7865,0.4276,0.681,0.1019,0.1823,0.2842,61.6319,92.737,96.6582,134.4511,166.4169,94.6731,93.0353,93.1038,112.6271,174.3212,0.345,0.269,0.499,-0.3611,89.5895,13.006,16,0.1046,109.986,66,0.4314,31,86,308,342,82,51,15,1,15,49,47,23,1,74,7,4,0,7,5,1,0.2662,103,87,47,11,1250,453,797,8,1,0,0.0673,0.2164,0.3108,0.3275,0.4675,0.795,0.2013,0.3004,1.1839,0.1983,0.4346,0.3671,0.1264,0.1724,0.0777,0,0.3275,0.3327,3.7664,46.796,0.5114,0.783,4.8614,106.7351,0.3904,0.5371,0.6585,0.3158,0.6705,0.4656,0.5482,0.887,0.7543,0.4224,0.5936,0.1144,0.1688,0.2832,75.9054,98.989,98.9804,105.0462,107.5362,100.035,91.3712,101.4274,103.5578,111.3556,0.329,0.254,0.448,0.3926,90.5819,13.7089,18,0.0756,108.1,95,0.3992
"Aaron Altherr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,49,61,66,5,2,2,0,1,8,3,3,0,25,1,1,0,1,0,0,0.082,12,16,9,2,268,91,177,1,0,0,0.0455,0.3788,0.12,0.1364,0.1639,0.3003,0.082,0.1111,0.75,0.2432,0.3243,0.4324,0.125,0.0625,0.0833,0,0.4394,0.1349,-10.5576,-2.2537,-0.7859,0.3418,2.6429,-22.6638,-0.0131,-0.6752,-0.044,0.3172,0.7398,0.5112,0.5217,0.7253,0.6569,0.459,0.6212,0.1754,0.1493,0.3246,51.3037,173.2915,41.215,36.8331,43.7879,36.9947,112.0729,75.6913,121.9917,40.3664,0.21,0.157,0.272,0.3548,85.2649,16.7838,2,0.0541,113.5,8,0.2162
"Aaron Hicks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,93,269,312,68,50,9,1,8,44,36,42,1,69,0,1,0,3,6,0,0.2528,92,78,29,11,1357,545,812,7,2,0,0.1346,0.2212,0.6087,0.3526,0.3829,0.7355,0.1301,0.3109,1.1795,0.1457,0.4623,0.392,0.141,0.1026,0.0761,0,0.3814,0.3262,2.0561,40.0715,0.9377,1.056,5.1641,108.905,0.4988,0.6342,0.2266,0.2494,0.6117,0.4003,0.6244,0.8667,0.7786,0.4165,0.5865,0.0884,0.196,0.2845,160.7825,95.5809,111.2191,92.9754,78.8224,104.9904,73.1434,109.7681,103.2582,81.6305,0.282,0.207,0.304,0.5572,85.3306,12.6447,8,0.0398,106.659,59,0.2935,32,130,384,453,83,64,9,2,8,54,40,62,3,109,4,2,1,10,10,3,0.2161,122,108,45,16,2017,802,1215,15,3,0,0.1369,0.2406,0.5688,0.3296,0.3125,0.6421,0.0964,0.2788,1.1296,0.1636,0.4436,0.3927,0.1481,0.0741,0.123,0,0.3951,0.2922,-6.3005,45.4985,0.874,0.5842,4.9746,88.9922,0.2828,-2.9803,-1.4768,0.2372,0.6453,0.4079,0.6079,0.8382,0.7603,0.4184,0.5563,0.0977,0.1924,0.29,171.9333,108.299,106.5605,79.7589,64.5274,96.2753,82.791,103.9486,104.5695,67.3156,0.303,0.218,0.336,0.3014,87.8829,14.8069,16,0.0576,109.6,92,0.3309,31,32,108,126,21,14,3,0,4,13,14,14,0,30,2,2,0,3,0,0,0.1944,28,36,16,6,511,212,299,2,0,0,0.1111,0.2381,0.4667,0.2937,0.3333,0.627,0.1389,0.2237,0.7778,0.2,0.35,0.45,0.1667,0.1111,0.0714,0,0.381,0.2793,-3.667,11.5861,0.0596,-0.3388,1.3324,77.1388,-0.1027,-0.5917,-0.4615,0.2475,0.6226,0.4031,0.5946,0.8182,0.7379,0.4149,0.5556,0.1057,0.1781,0.2838,131.0978,104.075,92.7696,80.1798,81.8044,76.7143,97.4857,82.4934,121.4361,81.5699,0.333,0.24,0.421,-0.2362,89.256,19.1033,8,0.1,109.559,31,0.3875,30,54,169,211,38,20,10,2,6,28,21,41,1,38,1,0,0,4,4,1,0.2249,59,45,26,7,918,410,508,5,1,0,0.1943,0.1801,1.0789,0.3791,0.4142,0.7933,0.1893,0.256,1.3111,0.2,0.4538,0.3462,0.1556,0.1333,0.0847,0,0.4028,0.351,5.5555,32.028,0.7931,1.0055,5.6684,124.0069,0.1718,0.9012,0.0695,0.1993,0.6755,0.3943,0.5556,0.8031,0.7293,0.4096,0.5118,0.1068,0.159,0.2658,214.7111,75.8073,119.0294,99.9934,110.4449,87.8971,93.2263,106.4253,96.4156,91.1869,0.374,0.256,0.435,0.8337,88.2303,11.1428,9,0.0687,109.549,50,0.3817,29,59,221,255,52,30,10,0,12,41,36,31,0,72,0,3,0,2,1,2,0.2353,66,62,24,9,1071,446,625,5,0,0,0.1216,0.2824,0.4306,0.3255,0.4434,0.7689,0.2081,0.2857,1.0645,0.1579,0.4342,0.4079,0.1452,0.1935,0.0758,0,0.451,0.3252,1.1622,33.2457,0.5545,-1.3039,2.7198,102.5117,-0.8035,1.9315,1.6538,0.2508,0.6562,0.4071,0.5576,0.7823,0.6972,0.3856,0.5529,0.1232,0.1746,0.2979,142.9904,123.4892,100.6893,100.7602,111.6924,95.7156,74.1934,102.796,111.8179,126.3492,0.296,0.207,0.38,-0.5004,89.8252,14.2848,12,0.0789,111,56,0.3684
"Aaron Judge",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,106,367,458,98,45,16,0,37,79,75,88,9,130,0,3,0,5,3,1,0.267,73,120,47,8,1904,815,1089,4,0,0,0.1921,0.2838,0.6769,0.4061,0.6131,1.0192,0.346,0.3005,0.6083,0.1958,0.3042,0.5,0.0667,0.3083,0.0548,0,0.5568,0.4204,38.7928,94.5974,4.7142,-2.3962,2.587,172.115,-0.7775,3.086,-1.7829,0.2248,0.6942,0.4129,0.4531,0.7675,0.665,0.4008,0.5895,0.1381,0.1597,0.2978,229.4887,122.6746,128.1117,148.8674,209.6387,101.4821,98.2917,72.2193,131.7204,245.4017,0.461,0.289,0.712,-1.6187,97.6499,20.3825,66,0.275,116.943,154,0.6417,30,157,570,696,177,87,28,0,62,133,131,111,19,175,6,5,0,14,16,3,0.3105,149,174,77,8,2906,1176,1730,11,0,0,0.1595,0.2514,0.6343,0.4249,0.686,1.1108,0.3754,0.3402,0.8563,0.1925,0.3725,0.435,0.046,0.3563,0.0738,0,0.5,0.4582,82.0824,161.6676,11.0563,1.0439,4.0363,206.1548,1.2427,7.736,-1.4318,0.2685,0.6762,0.4253,0.5167,0.8519,0.7217,0.3847,0.579,0.1184,0.1686,0.287,200.3458,113.1684,137.3376,175.0777,251.4274,117.4862,97.3944,87.2806,115.8253,323.8111,0.463,0.305,0.706,-0.1988,95.7786,14.893,106,0.2624,118.357,246,0.6089,29,148,550,633,158,95,24,0,39,89,98,75,2,158,3,5,0,16,6,1,0.2873,164,141,92,5,2654,1075,1579,10,0,0,0.1185,0.2496,0.4747,0.3728,0.5436,0.9165,0.2564,0.3324,1.1631,0.2317,0.4131,0.3552,0.0355,0.2766,0.061,0,0.4297,0.387,38.0323,114.6606,5.4726,0.167,2.8961,149.9826,0.1954,4.6496,0.7996,0.2703,0.6749,0.425,0.5666,0.8423,0.734,0.3824,0.594,0.113,0.1699,0.283,139.7962,109.1061,117.783,130.766,150.996,114,112.9557,97.3654,95.8438,203.0569,0.418,0.308,0.594,-0.0285,95.8228,11.5688,70,0.1763,119.035,230,0.5793,28,28,101,114,26,14,3,0,9,23,22,10,0,32,2,0,0,5,0,1,0.2574,27,28,14,0,487,197,290,2,0,0,0.0877,0.2807,0.3125,0.3363,0.5545,0.8907,0.297,0.2833,0.9643,0.2029,0.3913,0.4058,0,0.3214,0.0741,0,0.4474,0.3746,5.2718,19.5745,0.9384,-0.1699,3.229,140.1728,-0.5171,1.0102,0.6389,0.2593,0.6895,0.4271,0.3896,0.8397,0.6731,0.3901,0.5526,0.1396,0.1663,0.306,96.9278,118.1559,105.5728,133.8526,173.2537,97.282,94.5774,91.7595,113.0283,219.8257,0.378,0.265,0.545,0.3473,92.2314,15.4938,8,0.1143,113.1,29,0.4143,27,102,378,447,103,57,18,1,27,75,55,64,4,141,3,1,0,11,3,2,0.2725,96,77,65,2,1914,785,1129,6,0,0,0.1432,0.3154,0.4539,0.3812,0.5397,0.9208,0.2672,0.3602,1.2468,0.2731,0.4034,0.3235,0.026,0.3506,0.0625,0,0.519,0.3822,24.064,80.3045,4.1592,-0.5259,3.5563,141.0666,-0.532,2.7406,0.8859,0.2459,0.6811,0.4192,0.4028,0.7861,0.6509,0.3983,0.613,0.1463,0.1703,0.3166,168.4061,137.9585,117.9124,122.6292,143.3797,120.6651,128.3316,95.4927,88.6905,228.9053,0.402,0.278,0.582,0.0061,96.0357,11.5882,47,0.1967,118.1,139,0.5816
"Aaron Schunk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
