"","G_2022","AB_2022","PA_2022","H_2022","X1B_2022","X2B_2022","X3B_2022","HR_2022","R_2022","RBI_2022","BB_2022","IBB_2022","SO_2022","HBP_2022","SF_2022","SH_2022","GDP_2022","SB_2022","CS_2022","AVG_2022","GB_2022","FB_2022","LD_2022","IFFB_2022","Pitches_2022","Balls_2022","Strikes_2022","IFH_2022","BU_2022","BUH_2022","BB_pct_2022","K_pct_2022","BB_K_2022","OBP_2022","SLG_2022","OPS_2022","ISO_2022","BABIP_2022","GB_FB_2022","LD_pct_2022","GB_pct_2022","FB_pct_2022","IFFB_pct_2022","HR_FB_2022","IFH_pct_2022","BUH_pct_2022","TTO_pct_2022","wOBA_2022","wRAA_2022","wRC_2022","WAR_2022","BaseRunning_2022","Spd_2022","wRC_plus_2022","wBsR_2022","WPA_2022","Clutch_2022","O.Swing_pct_2022","Z.Swing_pct_2022","Swing_pct_2022","O.Contact_pct_2022","Z.Contact_pct_2022","Contact_pct_2022","Zone_pct_2022","F.Strike_pct_2022","SwStr_pct_2022","CStr_pct_2022","C.SwStr_pct_2022","BB_pct_plus_2022","K_pct_plus_2022","OBP_plus_2022","SLG_plus_2022","ISO_plus_2022","BABIP_plus_2022","LD_pct_plus_2022","GB_pct_plus_2022","FB_pct_plus_2022","HRFB_pct_plus_2022","xwOBA_2022","xAVG_2022","xSLG_2022","XBR_2022","EV_2022","LA_2022","Barrels_2022","Barrel_pct_2022","maxEV_2022","HardHit_2022","HardHit_pct_2022"
"BB_2021",0.551660009924326,0.598401136240024,0.618931084377496,0.574958355094986,0.52667643951094,0.55983317180499,0.20068729011807,0.53879605166053,0.613976165753034,0.586557910109895,0.710908104060872,0.441730989811093,0.55582758857646,0.351828092655634,0.37787788960031,-0.116994225584197,0.425097230842712,0.198228483673967,0.217638264725176,0.252019000771424,0.527042432536193,0.597136350421568,0.547224830440529,0.426998740211368,0.640237075170599,0.673320245177373,0.614692658186499,0.373802143202987,-0.0603584342052749,0.0227517625227647,0.357861376848692,-0.198114665618248,0.406019314719469,0.394876421554623,0.343945699425487,0.383870492483479,0.326774886783611,0.0664810849971677,-0.134393038869268,0.0500141719078862,-0.140933005897127,0.117392293893903,-0.0829947327478246,0.190940867127972,0.02713989915763,0.0811018358121585,0.0114630821281653,0.38991216110405,0.399439776520393,0.622971976390047,0.436724960813382,-0.0851683588581206,-0.0449682617759734,0.390282228722939,-0.0629719896642024,0.30384651089425,-0.0473808886002443,-0.284038602527744,-0.0576951453876219,-0.246668076044206,0.0972313627871683,0.122148334632026,0.153969420498202,-0.0719254137605067,-0.273823584374902,-0.214202381846443,0.0570930291526108,-0.181408737945671,0.355625711297626,-0.198845100943095,0.394273951092388,0.342790573484548,0.324302742266841,0.0660439754562638,0.0493473419214338,-0.141587557077263,0.119955441331298,0.187069429907894,0.474085424845609,0.313933298925142,0.425821007594664,-0.0764416984578323,0.328346668977767,0.100235678860329,0.582071385225021,0.300526375108999,0.389542487632665,0.607764187036518,0.303964809213844
"IBB_2021",0.330057536480582,0.360269716057299,0.376117460855705,0.370820117646194,0.31881412846853,0.379021068969913,0.153640215278614,0.394496810168528,0.401901462785975,0.414994218349308,0.471078880000517,0.577539487125112,0.298411077547488,0.169362395306639,0.212251804175329,-0.095088366738462,0.283064923364426,0.150120837387938,0.16342880597703,0.195808052000577,0.325325049196896,0.373878528705987,0.335737354395642,0.264622575067795,0.378320749083443,0.400400641386388,0.361724016950029,0.185987385940719,-0.0359914151607953,0.0177382640395069,0.221438768403013,-0.158332064394127,0.304893765377529,0.270758642646631,0.264889903663826,0.283501088449408,0.250410204464752,0.0549667440836621,-0.0628537337250664,0.0190392534200735,-0.0581935654311031,0.0493370213170962,-0.0507141845534363,0.148693057345612,-0.0359718527228589,0.0727576647065195,-0.0174955322884106,0.277207639708249,0.380726763229763,0.432906908916658,0.341292602836356,-0.055021510236208,-0.00305202915078989,0.272004708473602,-0.0230161919705569,0.315471377040145,0.00696981721112787,-0.0737247177313644,0.0498339610204329,-0.054254200850502,0.0919492316157805,0.0875257071136811,0.104490231978255,-0.124643039618909,-0.136182050661771,-0.101245872529576,-0.087968316515854,-0.193549863138828,0.212063280788556,-0.16132986232587,0.265447021144097,0.260864795293372,0.244626839386565,0.0531905648440921,0.0144976537954954,-0.0612204420294467,0.0557493200124139,0.141084392989737,0.324249376036834,0.241005825533691,0.312298414614731,-0.0600957212821168,0.217835166753008,0.0282219919761408,0.428295630075051,0.202141098597593,0.283980426548978,0.414942077007468,0.216052414727004
"SO_2021",0.495787269666451,0.537094302317242,0.539546627572353,0.504498022627471,0.451899130477689,0.489327364095963,0.235820685816895,0.501018072611568,0.516134804721391,0.541640702535057,0.489029645301976,0.273732272145202,0.61722391509723,0.311000955617732,0.350055414490682,-0.119474520342891,0.387604626876925,0.201534507501864,0.225843875433328,0.177995557616183,0.437335029956273,0.504707753449642,0.456590699960461,0.354022705047857,0.548626555887255,0.544720606561257,0.545884805751484,0.36940668649112,-0.0777394722873717,0.00445381801942571,0.151942144346356,0.013660398798305,0.0629140255577739,0.225831412328077,0.308227332093941,0.297436656882252,0.328220753284706,0.0908052979039558,-0.166172165263054,0.0560474713769047,-0.170056819710805,0.143975722910245,-0.105755300802479,0.212930874795537,0.0697283091545448,0.0594528742810052,0.126453896907812,0.289977520046737,0.263685111367738,0.509788833713276,0.34692630197157,-0.0131643950668385,0.000948079424665184,0.291127140663373,-0.0325079337963488,0.224192416062822,0.00148619196882115,-0.0746245266080382,0.0863405596959279,-0.0340817518413382,-0.108038529162591,-0.0699088732926808,-0.0973878641107047,-0.129336954604214,-0.118301704403453,0.0718618216298571,-0.0938600613235971,-0.00913587388781961,0.154607559470139,0.0147850148598582,0.228453052072733,0.309584233717157,0.329206967166374,0.0915291796659413,0.0582384830824762,-0.168735195600313,0.143260318719246,0.213134598825986,0.375331498058705,0.221532086795752,0.411042410666714,0.00199613872349158,0.359358233205178,0.130112414190806,0.572376501289338,0.381956798048741,0.408494508576017,0.540516793641163,0.358531804374529
"HBP_2021",0.330241948591451,0.348374707348286,0.353168595732726,0.341161050438756,0.319779677743004,0.339637202662175,0.143013662271841,0.282097916904108,0.339998246194746,0.341952799241227,0.270831477603603,0.186501254933537,0.289530252563598,0.607807677452165,0.223756336778507,-0.0248973218786903,0.294748229095123,0.113247782115965,0.137037726344927,0.155990335566422,0.325035649106056,0.344319923942085,0.335233881630981,0.26482949604242,0.342458350243223,0.327109942922953,0.348410784085312,0.256500272246307,-0.0107114253632002,0.0164421289613974,-0.0299457515272216,-0.15089536453621,0.0665834091457435,0.173816214870459,0.195617784564253,0.199872196010134,0.176467314374649,0.0389725227534343,-0.0621329783853447,0.0413453676915787,-0.0428869286718775,0.0216630691046262,-0.0417960283545601,0.0753983201322798,0.0451292042244437,0.00038231547675393,-0.117845573659521,0.197532486425708,0.20280383270781,0.345583135157137,0.250921047003209,-0.0439539645839251,0.00511593024060356,0.200659854488212,-0.0446690521274397,0.188931207980858,0.0170576404318644,0.0408101056328677,0.0671481920011772,0.0586411658128874,0.0528449573758656,0.103051126029179,0.0755982643246519,-0.0220748875396224,-0.0108993389035829,-0.0421765232016603,-0.0714556398008384,-0.113257007735416,-0.0315503673544177,-0.152068141689881,0.172792919503569,0.194620127194424,0.175016329985081,0.0384090709404283,0.0399868605855778,-0.0434658767346302,0.0241956572705505,0.0736348960988501,0.236007020555507,0.202513735168198,0.232665332523648,-0.0320704348676025,0.077132133749347,0.0392235165956281,0.288824532167037,0.111451371086507,0.188183381422116,0.334958997534545,0.113746262298837
"SF_2021",0.439485176086697,0.494781965318097,0.495389719516515,0.500723719210635,0.485679311752185,0.498229557818188,0.10446035737375,0.374396679483242,0.464428404541547,0.480186542549806,0.432134926462267,0.244055299815451,0.382293363572567,0.284553792458272,0.343826169720818,-0.11834902253985,0.413403340282696,0.150554858386166,0.161816377134685,0.287582038296092,0.45990248331722,0.508789567241579,0.488742216275985,0.4053715697146,0.492920364164335,0.4856709153432,0.492677221865607,0.319340361277591,-0.0693339694430811,-0.000704104322623697,0.101493962074499,-0.255925536712161,0.23046538525211,0.296232038758035,0.273828352862611,0.299012536750948,0.195884911141956,0.114296720598651,-0.0894201721585843,0.0621575899983875,-0.105237562145655,0.0743359754044763,-0.0330048561318579,0.065827273103254,0.00196057833765002,0.0127514609767662,-0.161359914760013,0.299405001941191,0.277349570315297,0.481944810058904,0.35258580711889,-0.0759423207364589,-0.0575580531959281,0.297034256139471,-0.048207070469306,0.264482408842106,0.0811587705490639,-0.033989467962468,0.0587784362662787,-0.0214203749841551,0.180022476932109,0.144587092971769,0.180594551173901,-0.132266032866324,-0.137893537751047,-0.165448096178374,-0.0445821803250498,-0.223224625717051,0.103662909919052,-0.255297578025936,0.298244865206829,0.274372510538694,0.195368803658512,0.114796359743442,0.06334971845771,-0.104440119261821,0.0740546963921155,0.0646960354444839,0.336083681947395,0.328465822416286,0.317642064803403,-0.0729779320088646,0.218430354510396,0.0665164184709681,0.404508152548965,0.145666518648767,0.242660041587659,0.505834825834718,0.201185740814687
"SH_2021",0.00961772330334625,-0.0204037237663311,-0.0253510316828009,-0.0257297705069212,0.0230395126613466,-0.0644695322588964,0.112251955597418,-0.157207094766717,-0.0330714452315575,-0.106648538242428,-0.0873520643101071,-0.10413429148495,-0.0909393228560736,-0.0155434924839849,-0.0503066846873625,0.40239987391806,-0.066072301745101,0.0935921747808788,0.0722801262438496,-0.00908416666826628,0.016864892693419,-0.0353893021585456,0.0172988460983288,0.018647576568465,-0.0382712022256316,-0.0564097068841111,-0.0271507246077708,0.000396349984709593,0.338543536094112,0.156391392426687,-0.12190970182466,-0.0927551010075918,-0.0491325945932256,-0.0710947490476609,-0.109666098100135,-0.102460525306765,-0.156898816808361,-0.0109359905484964,0.045745747533862,0.0448857006083641,0.0480515704637408,-0.073331012356113,0.0766718250227377,-0.135190994416344,0.004615833341935,0.0968317565965467,-0.159155665807745,-0.102323112892136,-0.166895951989402,-0.0847893885294714,-0.0379928830954528,0.183907555339063,0.177278564301077,-0.103469162085347,0.0748023469462277,-0.101170859553331,0.0596529832851605,0.0615082168028352,-0.0578860512593125,0.0397580717257901,0.0987390114021837,0.0684539385438545,0.0919721974995,0.122860737216106,0.0993641293145105,-0.0667346510122592,0.0493263166876394,-0.0268291734377852,-0.120497859726565,-0.0910919839721445,-0.0688477529898366,-0.108225653317455,-0.155853449559033,-0.0100833319778818,0.0476917191254074,0.0498873501089081,-0.0769203048580949,-0.133741028246641,-0.154090524404785,-0.0258015821492041,-0.176470026424008,0.202163177569304,-0.227325961271509,-0.0548943772826866,-0.167641789892923,-0.214983279577281,-0.197435712624283,-0.10503883312582,-0.253560537183242
"GDP_2021",0.505970511548374,0.555132354246273,0.556155715618805,0.560433862838003,0.553157616615446,0.520112378314854,0.0274967458369825,0.444331511197567,0.480508728671183,0.552562935911336,0.483778950249089,0.322195070707847,0.426908099914942,0.327032441805405,0.404807026448598,-0.117457414330153,0.626170143929675,0.0342207865257057,0.0698802375269041,0.32394507928921,0.563080137490784,0.529171011509333,0.542486768998312,0.386493095732817,0.545981512025108,0.532018013132872,0.549234573209748,0.406124681963149,-0.165822020315301,-0.137206940976089,0.0683285385255242,-0.306856310708446,0.241648978676507,0.313098623455753,0.3127002619119,0.33231106802086,0.226998710460763,0.0999768486793715,-0.0641607743553853,0.0644336403336935,-0.0110845006802069,-0.0232936239516184,-0.0654139540514396,0.139251689829287,0.0144255343404521,-0.0745314758309187,-0.205553398997053,0.328613643328134,0.305468817590247,0.538738004846465,0.339824446022151,-0.277275506067587,-0.217088445920695,0.327330938423942,-0.14924346513939,0.210106650977859,-0.0121276423332698,0.0292384881727818,0.00581462356401885,-0.0065905875447198,0.189033348397256,0.21468693088281,0.206176317331972,-0.175798515509922,-0.106309400789612,-0.184194336141756,-0.0172861183103579,-0.218246341142689,0.0692383081511842,-0.306768522625672,0.313903918547649,0.312553362289368,0.225974200914381,0.100023602104168,0.0645361392155192,-0.01081673156932,-0.0226183151725959,0.137453334277185,0.402238576279265,0.405867009863786,0.394010470129551,-0.282688770301865,0.273657683256858,-0.0458240493747727,0.482372667733561,0.176794334250282,0.356789544786867,0.581860104072689,0.261658841423782
"SB_2021",0.315983903041422,0.328735827528127,0.321651795124739,0.339870491740556,0.351656486065812,0.308158630263949,0.359811152415324,0.168721528120409,0.377451590966099,0.272609928754074,0.216041419353584,0.178116526771342,0.262337111321099,0.169026175605461,0.152645256339458,0.0860117653288167,0.14994050712432,0.647272362647946,0.579313101247178,0.180415579941253,0.340085573730229,0.285503873243116,0.311149131956662,0.208171465384916,0.308481145863278,0.2841960135016,0.320052042917494,0.390363555433563,0.204190945215358,0.234251563062874,-0.0407504378139434,-0.117620386297397,0.0302948411178442,0.136988486300824,0.135003497295562,0.144107671942247,0.0679921401767656,0.120196378321186,0.0477433442982002,0.0288931396612482,0.0518291366988122,-0.0685974496649527,-0.0465036727457683,0.00537868805683595,0.174039985607447,0.187273768957246,-0.11584098491521,0.139331032773552,0.12216460090993,0.290117877952599,0.319129275298892,0.417839229710482,0.444500924804101,0.141981112750882,0.338671059600565,0.191842179679512,0.15090628333383,0.0184915592291059,0.0464521412824922,0.0433791313359279,0.0827862902808316,0.0560346479784441,0.0806952074713308,0.0435561508209487,-0.012176367085549,-0.0549481323667342,-0.048268052741663,-0.105487856051075,-0.0395084177978826,-0.116328513257765,0.138928374474639,0.136038737675913,0.0686925906644509,0.120794853586427,0.0306908144792066,0.0530703555631551,-0.0710238263312641,0.00524723279375258,0.107237329345288,0.171773949631818,0.0977827488103697,0.357014325921023,0.00232211154718902,-0.0770705926227852,0.18258746067298,-0.00470000705964097,0.126045052308049,0.274999783196396,-0.0146708111552097
"CS_2021",0.277752260347303,0.294739278327911,0.29255922818527,0.298073734406443,0.311715366024542,0.270393605123606,0.311565172583262,0.137036427953841,0.321653975098986,0.218743711627178,0.230852157766229,0.158075006861325,0.235696850989783,0.169543948693736,0.102042263948573,0.0953644356899728,0.124492714567486,0.514674448734132,0.514547015891632,0.175459673056005,0.30903878842173,0.250853472964402,0.272708323938218,0.180689069213794,0.282671261717418,0.271840813370308,0.286493185605452,0.353270335257002,0.223903802152885,0.258401707601109,-0.013182563213487,-0.139805822208015,0.078519999117052,0.149047935216311,0.129749024598746,0.144798911210756,0.0638114679810404,0.10849516953305,0.032326983635962,0.0230974908792497,0.0665265948685123,-0.0805360293963165,-0.0689767181858036,0.00722299680698257,0.177444060190316,0.19658150699933,-0.127428357603434,0.14304835470259,0.100673433738617,0.259766086676822,0.231418717417181,0.289150223127543,0.372018686918298,0.145730084563544,0.210266663375043,0.108913329917469,0.0544958229904364,-0.00865099887370202,-0.00672156744270895,-0.00629603734296908,0.104081100408829,0.095871195388716,0.110003213861976,0.00943100920702537,-0.0334405793244502,-0.0943895694492364,-0.00751230603258908,-0.110527194994349,-0.012713978727167,-0.139055884509663,0.150317388457898,0.130272290599155,0.0638705876002608,0.108897189034397,0.0242160260102373,0.0672567693644232,-0.0818170916229654,0.00722473197555412,0.136692070338142,0.192127378829925,0.116942035482668,0.261671762688203,0.0292101463179673,-0.105547352879662,0.161882756779435,-0.000400995015525493,0.133500060897845,0.252544887747524,0.0169639988517003
"AVG_2021",0.417154169628916,0.452563186299441,0.448905925303393,0.478417930044011,0.488581819417894,0.43444648305732,0.2158020935252,0.30414901742799,0.439744093576554,0.399526806054811,0.352616363023054,0.254071944870203,0.314106275214613,0.261848283000254,0.309121237849619,-0.0723020651412563,0.390259985084403,0.207960385587441,0.19972456980324,0.343389484631665,0.468903013127139,0.415033377745623,0.48552712403077,0.254456586280508,0.431192001109535,0.411840934944274,0.438702052608073,0.350050659734081,-0.00606116870890732,0.0395515057291007,0.0308508482113118,-0.327816373042598,0.221238323414779,0.318727427743531,0.248536366820583,0.289515905833822,0.116858180313298,0.158427308294586,0.0406482868873746,0.135881976321342,0.0818890259049402,-0.156855836733791,-0.111373515746798,0.0107668219414691,0.00489231888414829,0.0455961662549071,-0.267041312245667,0.291647442475704,0.263046108141122,0.44133770991124,0.31211282461489,0.0111798921354363,0.0444148903596784,0.280732328052332,0.00871898364540207,0.205022017418848,0.0259374648082486,0.00754408867186818,0.0275156301758298,-0.000492813570725237,0.255550711509261,0.2373049356952,0.265437373970409,-0.113334379936973,-0.0603038044916896,-0.233041684721194,-0.0265771747177298,-0.280695156676184,0.0282387961503058,-0.327768533520783,0.318555686346664,0.248087231273463,0.115763490046417,0.158359225798499,0.135298075094866,0.082099101123936,-0.156060107695888,0.0108162930777727,0.357405891015358,0.417026293053091,0.319174195722259,0.00976097009503215,0.130621499115251,-0.119350695275193,0.345827704098993,0.049043895641119,0.293775271517085,0.450246381019576,0.11828267586877
"GB_2021",0.57501674290055,0.640227797113291,0.634111188869571,0.656040492241131,0.672153014328777,0.605684896446197,0.262025019383302,0.403096356687177,0.593431477702564,0.564369849333084,0.497320245721132,0.312385449313561,0.440640983698411,0.346656169637139,0.385674324320859,-0.0476318071879038,0.570979670293731,0.275697303659662,0.278232269765165,0.403491815286306,0.685614504767613,0.584769946218105,0.651517206094639,0.423142269326702,0.609842358952054,0.581745132937664,0.6208965160033,0.543683193924389,-0.0316525822368291,0.0164022054292329,0.00384542189852328,-0.419978552668615,0.265607945870539,0.343198805632892,0.324832345642618,0.351727216842263,0.186264806019184,0.145368896906728,0.00139117719467356,0.0832992944837867,0.0775972327046769,-0.124217990570428,-0.0905441091747749,0.064345431382793,0.084154215483954,0.0627290127091986,-0.345797742413129,0.346836020192087,0.287908122704685,0.590478448552362,0.423180438709964,0.00128167265410432,0.0249635585297421,0.34704530935781,-0.00734068632163807,0.254009162636447,0.073526718289937,0.0467721015480175,0.00941581011013489,0.023775839925691,0.301812009296284,0.311248100098621,0.327623759133937,-0.0867257020130722,-0.135566270132359,-0.278144725955526,-0.0204120502049806,-0.324264239126463,0.00454629538619068,-0.419412178138293,0.345109655979671,0.325440863093878,0.1858955675585,0.145793620774658,0.0847075258348663,0.0787712037960543,-0.124786837728948,0.0636624803243082,0.394195779200454,0.493739293695931,0.369320508950891,0.00617864309608602,0.188127209500416,-0.148382786014404,0.445199642333312,0.0648647429198455,0.339744926336107,0.630266664907371,0.180853562205522
"FB_2021",0.568385804205473,0.636610631257986,0.638545328256944,0.624464206556315,0.582146572212322,0.623701058919172,0.215298074073753,0.532171618573762,0.609061945120424,0.632159706773338,0.562898424033462,0.345834835666124,0.509224341556512,0.365760292040007,0.47485405175556,-0.130880610450724,0.481099067724391,0.229706500816722,0.253598769703432,0.303080385793089,0.557507447740573,0.689893054369641,0.611499374308495,0.567822645536979,0.631944217325604,0.62341001112513,0.631181411530377,0.420185965595322,-0.0744877620956581,0.014511289865063,0.11650778456352,-0.329557487019156,0.286283886139638,0.313770219249197,0.362059566862681,0.36702952202752,0.316040835699923,0.039387693452122,-0.200870217485972,0.0501011910034892,-0.210803820092578,0.188895486023401,-0.0167749577832927,0.11318657736762,0.0184598073927764,0.0557972003714318,-0.197947852750437,0.359135269265209,0.338181094353823,0.613609633385495,0.457980993335981,-0.0387691830540575,-0.0332472499897679,0.36004022913807,-0.0443673634592464,0.29838224218371,0.0549592275886718,-0.0359103101477462,0.0627670886197547,-0.0246291773999739,0.203919473547969,0.22631883301247,0.235005704052203,-0.159767559781333,-0.180880493272708,-0.215580583873301,-0.0675643720009467,-0.299841852570244,0.11815180252074,-0.32926846525159,0.315370394276398,0.362387852752577,0.315376650040872,0.0396488114160377,0.0510759734834037,-0.210405335637921,0.190445641672717,0.112007828613899,0.419896980621505,0.383424415320298,0.418342140103245,-0.0252737673865257,0.237186486303429,0.18162508549396,0.545755970582005,0.207276012498414,0.337886088404239,0.624441416248896,0.220999231748629
"LD_2021",0.596998664136823,0.661021219562505,0.658745450143371,0.670175509869502,0.669365952165757,0.636161361197322,0.256092918543011,0.452568578776274,0.623148855419826,0.596731624054154,0.546409833790413,0.325649831102443,0.476697180527915,0.360269312388194,0.446688659773897,-0.0482603629446915,0.531666228012366,0.261208881338945,0.268552729156189,0.393021643792644,0.648143497200191,0.649459187334728,0.68341234773514,0.451466863922274,0.641845735649903,0.622156311812601,0.647613617567848,0.482150137182642,-0.0177501652192861,0.0331347261354187,0.0589916498068149,-0.401293414419835,0.294871268485071,0.35924553694684,0.349965653715399,0.37511878304055,0.23150151244179,0.133665103697603,-0.0802040481402935,0.132694297200657,-0.0599281876798687,-0.00997272249179399,-0.107596412295085,0.0678991650516889,0.0245568861036498,0.068096754099746,-0.30181149875944,0.369966189073485,0.320916471464759,0.622010622547308,0.454008916795683,-0.0104709910521592,-0.00302266552292986,0.367417389259775,-0.0242228591700478,0.275229914242129,0.0653242189012423,-0.00343809004000444,0.0408678473434704,-0.000429622449032294,0.287839389266844,0.298697157746968,0.320827981479571,-0.0968364467167395,-0.143574930069222,-0.279213836059587,-0.0398843403689193,-0.343727412449842,0.0598286153855412,-0.400974372760703,0.361064882845428,0.350501831327615,0.231032398649726,0.134014458690623,0.133973996197435,-0.0590809676599155,-0.0096543721357879,0.0671365009445806,0.420903642819376,0.47485757256387,0.39942161243131,0.000597655503842011,0.179607395395621,-3.76309424438756e-05,0.490822818144672,0.107280344199248,0.299323021602796,0.632795487284459,0.163648517280462
"IFFB_2021",0.385910850757142,0.435725492247229,0.436329081838379,0.411941089250329,0.357440290308185,0.454143069508542,0.110116623579104,0.397275791291385,0.404195443047785,0.451323588655393,0.374941062011683,0.224404062107946,0.327297279032486,0.274535156445836,0.34230169967152,-0.121846385320971,0.332438050621378,0.13642100989584,0.173625273747895,0.155917549085618,0.352450834777702,0.537536441084311,0.39045943671778,0.607488024182391,0.431610386750688,0.423911137589442,0.432199767987115,0.283508070811552,-0.0715487753890658,0.00539064829926425,0.0730999207325226,-0.256219921894064,0.20992784394298,0.16637120402872,0.253741344396501,0.237768384477233,0.263271808947717,-0.0709544660768019,-0.244047965696894,-0.0418831248480023,-0.267858810743064,0.29675165491275,0.169916312428873,0.0719951695867206,0.0229032016116586,0.026228065385441,-0.155504097968832,0.228680157710218,0.212503130992753,0.41197352289925,0.331488081984766,-0.0371051979421982,-0.0509491684785936,0.233181854525035,-0.0534748416972387,0.176018432472599,0.0107964015002731,0.0114393259009587,0.0294433663513604,-0.00213618231880827,0.162107536850625,0.168972992805927,0.172088782629096,-0.144598785552894,-0.139640575608355,-0.154783738509556,-0.0497302814778822,-0.216434517245772,0.0751151122392843,-0.256040155551876,0.16737779609421,0.253785015514725,0.262498852498669,-0.0708603728258979,-0.0412708247701444,-0.267930974391172,0.298735310842024,0.0707850428936943,0.242308262559064,0.21204533805353,0.241374030227174,-0.0175123527294071,0.125396199518345,0.272467145292692,0.346249055983892,0.126455225933559,0.24680437152324,0.415794804472396,0.109236256863153
"Pitches_2021",0.608370784746422,0.668747418170782,0.672626990928574,0.656983284655623,0.627095047478295,0.632615987185591,0.26080314530118,0.531909003618253,0.643268255227795,0.637948756094761,0.611628540369699,0.361269414387912,0.576130948579038,0.386542838843457,0.445807753810931,-0.10264870412145,0.513894687601012,0.26178847857616,0.279269782504032,0.324255937958859,0.616074050591592,0.659064952048394,0.636971514514228,0.489524068293393,0.672282249427615,0.667171459546254,0.66911514793965,0.479436750814712,-0.0573953467720568,0.0236268331701339,0.154249298569025,-0.275600219187592,0.276872430384382,0.352357683968218,0.366744790067753,0.38433359945123,0.30737722571853,0.100461999016102,-0.13126286085985,0.077885302641645,-0.118712103582204,0.0796719487006817,-0.0839864971175431,0.144729860697421,0.0568951877407068,0.0764531531965504,-0.138120267632656,0.380295502072841,0.347959884098749,0.643103586408206,0.461648360614112,-0.0224492901583154,-0.00620139828486687,0.381187920724128,-0.0331284072825387,0.294378594317876,0.0297891181085658,-0.0889140715930366,0.00915251113774109,-0.0789932631279157,0.162737311522034,0.183391635327994,0.195781040872344,-0.110874577437761,-0.193736668138253,-0.197732073813764,-0.0156026654303355,-0.231524917220699,0.155234716011865,-0.275186352328969,0.354064322032339,0.367187467415422,0.306838835383134,0.10078705887546,0.0790936857295764,-0.117994459773822,0.0802915493506741,0.143523167591339,0.451332283805598,0.399329190502375,0.438964036077777,-0.0101235193509949,0.286250222682038,0.0666981375086126,0.576199652344973,0.240111552600725,0.388929614968724,0.659097000558771,0.271296540009692
"Balls_2021",0.604580996863576,0.661801433606172,0.671000599267598,0.644161333652996,0.606884061380695,0.621681473261583,0.250892035321908,0.548115029088444,0.647770266005301,0.637403833053508,0.656527233734257,0.385981631585553,0.586759240105727,0.382764447720684,0.440519180658412,-0.111785946724726,0.493492267118476,0.256108986604045,0.272545867920256,0.303536758606408,0.598040169223995,0.657377637411987,0.621276897709446,0.486375443229854,0.678555406601612,0.68678001294726,0.667414216727531,0.45776156446853,-0.06212293664097,0.0236941417810612,0.225637857441496,-0.252750953159923,0.322986167374833,0.371082463977499,0.366336771749175,0.390857929793584,0.322089052892755,0.0882530675360744,-0.140460298408633,0.0683422915880248,-0.136400074882775,0.102904967043449,-0.0838452811793275,0.162347650027062,0.0516238471253223,0.0801102615918343,-0.0882048057725327,0.390173174193592,0.367390631694654,0.649530666691067,0.463243898939612,-0.0341558577549404,-0.0156639134582671,0.391407362975302,-0.0364602614519479,0.303015664563918,0.00653299128029593,-0.166501244123475,-0.020282041559394,-0.146790602781247,0.139725437103201,0.167346317139835,0.184697726192461,-0.0958513633854363,-0.230179016078396,-0.210186827870479,0.0168058056630721,-0.214791860685479,0.225953037576073,-0.252618389516922,0.372248949356728,0.366397276638955,0.321102708870545,0.0883867487317467,0.0691026603910116,-0.136045593579662,0.104069877130372,0.160526685432064,0.468579592655582,0.376075856129177,0.444581932129664,-0.0238590770908394,0.311027608326202,0.0881816231487442,0.590800505144502,0.26842065919026,0.397426554349677,0.656689372501379,0.290994364244571
"Strikes_2021",0.604627992503753,0.666311763503705,0.666940967490952,0.658212093500469,0.633081564767432,0.632946745981657,0.264201913774221,0.516850965414861,0.634173017751956,0.631953533535072,0.578455907668146,0.342767053850464,0.564002292179689,0.384992234397109,0.444581463132688,-0.0961141445188454,0.52111899115145,0.262622476760681,0.280561091901778,0.333551461541634,0.620855312627035,0.653550159110972,0.640133190603182,0.486572324283512,0.661829986813869,0.648718103358275,0.663508944927982,0.487771131046293,-0.0539718993826664,0.0233519707708412,0.109616572833217,-0.286664208181372,0.246284739340006,0.337558814688583,0.363355459248973,0.376584231345112,0.295447240457454,0.10683769151044,-0.124408292676782,0.0828751548510485,-0.106855469436624,0.0648542995714087,-0.0832391699856251,0.1326576772006,0.0595139378594132,0.0734871225626189,-0.166889408061442,0.370561456038847,0.332778356856074,0.632847646532436,0.456108488335248,-0.0151584504971376,-0.000426563510468898,0.371238670913441,-0.0307882569203109,0.286245338051072,0.0435355886000286,-0.0411863884196989,0.0268340230401394,-0.0372749173927979,0.175018336675035,0.191261579387577,0.200532163154413,-0.118846277334241,-0.169812608591589,-0.18825183952782,-0.035015852102512,-0.239332945336252,0.110996903017896,-0.286084596503809,0.33957467214693,0.36402449949411,0.295184656684816,0.107275081157725,0.0843420646275612,-0.105925666573888,0.065138506306095,0.131833836585712,0.436444319879957,0.40941057660436,0.43122038923317,-0.00172978906522363,0.268452209397178,0.0530654506766356,0.561671728048393,0.220638517891227,0.379943646073919,0.654016806871156,0.256713749314356
