"X","G_2024","AB_2024","PA_2024","H_2024","X1B_2024","X2B_2024","X3B_2024","HR_2024","R_2024","RBI_2024","BB_2024","IBB_2024","SO_2024","HBP_2024","SF_2024","SH_2024","GDP_2024","SB_2024","CS_2024","AVG_2024","GB_2024","FB_2024","LD_2024","IFFB_2024","Pitches_2024","Balls_2024","Strikes_2024","IFH_2024","BU_2024","BUH_2024","BB_pct_2024","K_pct_2024","BB_K_2024","OBP_2024","SLG_2024","OPS_2024","ISO_2024","BABIP_2024","GB_FB_2024","LD_pct_2024","GB_pct_2024","FB_pct_2024","IFFB_pct_2024","HR_FB_2024","IFH_pct_2024","BUH_pct_2024","TTO_pct_2024","wOBA_2024","wRAA_2024","wRC_2024","WAR_2024","BaseRunning_2024","Spd_2024","wRC_plus_2024","wBsR_2024","WPA_2024","Clutch_2024","O.Swing_pct_2024","Z.Swing_pct_2024","Swing_pct_2024","O.Contact_pct_2024","Z.Contact_pct_2024","Contact_pct_2024","Zone_pct_2024","F.Strike_pct_2024","SwStr_pct_2024","CStr_pct_2024","C.SwStr_pct_2024","BB_pct_plus_2024","K_pct_plus_2024","OBP_plus_2024","SLG_plus_2024","ISO_plus_2024","BABIP_plus_2024","LD_pct_plus_2024","GB_pct_plus_2024","FB_pct_plus_2024","HRFB_pct_plus_2024","xwOBA_2024","xAVG_2024","xSLG_2024","XBR_2024","EV_2024","LA_2024","Barrels_2024","Barrel_pct_2024","maxEV_2024","HardHit_2024","HardHit_pct_2024"
"11","BB_2023"," 0.486713191"," 0.54401645"," 0.56694577"," 0.534822063"," 0.479359585"," 0.515053282"," 0.1600945460"," 5.840301e-01"," 0.587034962"," 0.575016158"," 0.6959498561"," 0.4137711394"," 0.497129036"," 0.2908038565"," 0.332233796","-0.149334799"," 0.3819179446"," 0.1790826167"," 0.1167845453"," 0.205395574"," 0.475910914"," 0.557159536"," 0.504243642"," 0.420610902"," 0.59604049"," 0.639050001"," 0.56560607"," 0.346602885","-0.123602353","-0.046316261"," 0.3548252331","-0.1783401054"," 0.286484935"," 0.337280567"," 0.3156922918"," 0.3438779256"," 0.323786918"," 0.031620423","-1.853304e-01"," 0.0086420761","-0.1469378863"," 0.13625818","-1.390917e-02"," 0.323696594","-0.0676960072","-0.009807399"," 0.058193372"," 3.492167e-01"," 0.440845551"," 0.60795338"," 0.466185893","-0.0525983281","-0.0220442990"," 0.3511459224","-0.0193759744"," 0.342697365","-0.072453549","-0.2954416039","-0.067268101","-2.580881e-01"," 0.1361688046"," 0.077192046"," 0.156105205","-0.040868616","-0.253810566","-0.21942410"," 0.064874211","-0.167347881"," 0.353013719","-0.178392807"," 0.334178915"," 0.3145312674"," 0.323338311"," 0.027730512"," 0.0071233612","-0.149294164"," 0.14162948"," 0.321878218"," 0.4006407908"," 0.258119416"," 0.366146001","-0.0658931321"," 0.309324486"," 0.1313285299"," 0.563367787"," 0.278036067"," 0.383379810"," 0.584762356"," 0.296081006"
"12","IBB_2023"," 0.285115615"," 0.34545909"," 0.35951983"," 0.394376505"," 0.330866212"," 0.378491363"," 0.1371435389"," 5.045000e-01"," 0.432090000"," 0.457245519"," 0.4461145455"," 0.6450935715"," 0.256164205"," 0.1133639471"," 0.219334759","-0.118182942"," 0.2812284577"," 0.2189721449"," 0.0846811132"," 0.236530954"," 0.298132909"," 0.385224198"," 0.365860340"," 0.197456828"," 0.36541948"," 0.387450241"," 0.34929694"," 0.172763545","-0.118755912","-0.071000724"," 0.2066265397","-0.1492029154"," 0.224928123"," 0.280564600"," 0.3208271429"," 0.3275230616"," 0.310505472"," 0.093391816","-1.161632e-01"," 0.0594554512","-0.1203595682"," 0.08544924","-7.036665e-02"," 0.283856062","-0.0376191351","-0.025476819"," 0.018921039"," 3.162345e-01"," 0.526250063"," 0.48349472"," 0.447696388"," 0.0154288153"," 0.0208927659"," 0.3191209271"," 0.1380406109"," 0.442219904","-0.110225793","-0.0446834654"," 0.018623237","-5.350572e-02"," 0.1216547539"," 0.058744093"," 0.103553452","-0.130633162","-0.201830210","-0.11145507","-0.073607893","-0.190576394"," 0.206287087","-0.149221172"," 0.280301680"," 0.3219011692"," 0.311066777"," 0.092982760"," 0.0588245089","-0.121106726"," 0.08578761"," 0.284732608"," 0.3542170315"," 0.278502502"," 0.361347392","-0.0980681181"," 0.299778134"," 0.0741940061"," 0.493377128"," 0.274281378"," 0.315363697"," 0.432277692"," 0.267028999"
"13","SO_2023"," 0.478618307"," 0.53147211"," 0.53661049"," 0.494405759"," 0.438096057"," 0.470726244"," 0.1904106005"," 5.545209e-01"," 0.515992567"," 0.536975349"," 0.5140316359"," 0.2710130355"," 0.598123951"," 0.2956645073"," 0.301450704","-0.141949307"," 0.3717608333"," 0.1963322602"," 0.1873051866"," 0.153587305"," 0.442347526"," 0.502954167"," 0.443867993"," 0.397785268"," 0.54858950"," 0.551371179"," 0.54209756"," 0.383547781","-0.143057984","-0.107154238"," 0.1156545125"," 0.0068893661"," 0.003287373"," 0.181159825"," 0.2901781999"," 0.2705853818"," 0.321095059"," 0.059763204","-1.657038e-01","-0.0170160101","-0.1211025409"," 0.12439334"," 1.062976e-02"," 0.358018617","-0.0253354915","-0.093860900"," 0.130474647"," 2.615650e-01"," 0.255042239"," 0.51100291"," 0.337322635","-0.0190549191","-0.0032815080"," 0.2567767754","-0.0183504566"," 0.174482725","-0.047119957","-0.0382114164"," 0.099692487"," 1.128042e-03","-0.0749665356","-0.059299125","-0.085820584","-0.114032780","-0.083553357"," 0.07571855","-0.101961647","-0.021261166"," 0.113656657"," 0.006845912"," 0.177896494"," 0.2889269746"," 0.320557167"," 0.056655189","-0.0183737509","-0.123028836"," 0.12981148"," 0.355507822"," 0.3190799685"," 0.197328722"," 0.359575002","-0.0138220945"," 0.326248335"," 0.1091563147"," 0.551240709"," 0.330885347"," 0.442385777"," 0.553284755"," 0.351704182"
"14","HBP_2023"," 0.323070862"," 0.35502979"," 0.36322972"," 0.339884855"," 0.323855121"," 0.353205488"," 0.0675659769"," 2.848759e-01"," 0.327442519"," 0.333795292"," 0.3091722873"," 0.1390625942"," 0.288410120"," 0.5855779197"," 0.292444015","-0.054614100"," 0.2643477044"," 0.1185258533"," 0.1499179237"," 0.125020266"," 0.333598584"," 0.362839264"," 0.343449298"," 0.351133467"," 0.36187990"," 0.352407758"," 0.36420884"," 0.322070695","-0.055079887","-0.029313394"," 0.0350780275","-0.1657859178"," 0.086524843"," 0.172373733"," 0.1632393184"," 0.1771025742"," 0.154858584","-0.002258695","-1.191244e-01"," 0.0164184802","-0.0826481745"," 0.07087931"," 1.013928e-01"," 0.131038131"," 0.0096208573","-0.040672477","-0.097175560"," 1.831415e-01"," 0.160915818"," 0.34124103"," 0.203257284","-0.0562466703","-0.0457302195"," 0.1880548278","-0.0629454501"," 0.131414863","-0.024030732"," 0.0203515601"," 0.063001393"," 2.716345e-02"," 0.0887043273"," 0.127886636"," 0.112150208","-0.101674105","-0.041640804","-0.09032422","-0.058362604","-0.153308621"," 0.033745344","-0.165836964"," 0.169845104"," 0.1620241948"," 0.154442062","-0.004896621"," 0.0151750184","-0.085118388"," 0.07543691"," 0.129770046"," 0.1970254339"," 0.140652234"," 0.166393260","-0.0330122395"," 0.055520612"," 0.0889583675"," 0.260907607"," 0.077760532"," 0.229794968"," 0.325865432"," 0.086737572"
"15","SF_2023"," 0.404910328"," 0.45606531"," 0.45901125"," 0.459169861"," 0.440483534"," 0.442284599"," 0.1372414260"," 4.039795e-01"," 0.451270224"," 0.467862037"," 0.4191563373"," 0.2977433490"," 0.335232374"," 0.2137592853"," 0.385371370","-0.090677160"," 0.3410187539"," 0.1474816484"," 0.1254638425"," 0.230127653"," 0.422619146"," 0.494627253"," 0.459799262"," 0.334749090"," 0.45929278"," 0.457129980"," 0.45648391"," 0.315352843","-0.117937778","-0.083803708"," 0.0593896026","-0.2657798364"," 0.155931520"," 0.204726312"," 0.2518477219"," 0.2516170716"," 0.214098203"," 0.032033019","-1.313072e-01"," 0.0400240313","-0.1137866380"," 0.08889098","-4.879320e-02"," 0.151009804","-0.0383236843","-0.060424329","-0.160501322"," 2.421473e-01"," 0.249187664"," 0.44942868"," 0.324113942","-0.0229997075","-0.0092994521"," 0.2409565334","-0.0275812129"," 0.238197122"," 0.057042997","-0.0546970107"," 0.056460944","-8.796979e-03"," 0.1812968119"," 0.156437443"," 0.192693795","-0.002511577","-0.103546911","-0.16674334","-0.031004824","-0.206709124"," 0.057417322","-0.265885240"," 0.199575053"," 0.2485982483"," 0.212624204"," 0.025350907"," 0.0374315640","-0.118187790"," 0.09966612"," 0.147012422"," 0.2761112451"," 0.280671099"," 0.281848376","-0.0118657304"," 0.184223304"," 0.0786690015"," 0.400954496"," 0.130144439"," 0.236224534"," 0.472057384"," 0.170651270"
"16","SH_2023","-0.065191557","-0.10047891","-0.09971590","-0.102936623","-0.068334963","-0.131004935"," 0.0750762732","-1.787322e-01","-0.072806283","-0.139972022","-0.1236010693","-0.1167778522","-0.148212237"," 0.0064910883","-0.031834459"," 0.442275061","-0.1641838518"," 0.1277777591"," 0.0694798724","-0.086356326","-0.063248302","-0.098731417","-0.088548120","-0.043691635","-0.10711503","-0.114425421","-0.10189056","-0.058476416"," 0.409626459"," 0.286638644","-0.1204494253","-0.1468701358"," 0.011835477","-0.124297089","-0.1492838953","-0.1502026436","-0.160301807","-0.135330590"," 2.198075e-02","-0.0518370675"," 0.0482798639","-0.02027717"," 2.274175e-02","-0.191200320","-0.0301172023"," 0.117604794","-0.212508275","-1.516067e-01","-0.136083320","-0.13017894","-0.045258396"," 0.2129882761"," 0.1856122178","-0.1545895545"," 0.1654387246","-0.048463259"," 0.088798511","-0.0238175339","-0.100205707","-2.224753e-02"," 0.1267051733"," 0.150154535"," 0.160030359"," 0.237500701"," 0.057887040","-0.13964577"," 0.113033596","-0.035324216","-0.121627894","-0.146899891","-0.128537312","-0.1521219398","-0.161051059","-0.141803026","-0.0533761443"," 0.044185733","-0.01734012","-0.192226315","-0.1855314340","-0.094547323","-0.199533444"," 0.1896745272","-0.211745842"," 0.0129493027","-0.197348736","-0.234858315","-0.202161706","-0.144366231","-0.262363342"
"17","GDP_2023"," 0.411928271"," 0.47639967"," 0.47341465"," 0.488668981"," 0.493837251"," 0.451402694"," 0.0317343539"," 3.888129e-01"," 0.416326025"," 0.463583362"," 0.3881129799"," 0.2444521714"," 0.325170127"," 0.2101386190"," 0.367566673","-0.126290504"," 0.5393950565"," 0.0171922133"," 0.0047719076"," 0.255416075"," 0.524610123"," 0.448541017"," 0.481347026"," 0.346149215"," 0.46052022"," 0.448008540"," 0.46375157"," 0.363081336","-0.167633638","-0.138451690","-0.0069471409","-0.3130214261"," 0.134033696"," 0.194091007"," 0.2319486669"," 0.2336737299"," 0.168189380"," 0.045006868"," 4.632074e-04"," 0.0131142082"," 0.0690819440","-0.07262384","-2.230539e-03"," 0.192865011","-0.0683958572","-0.140946535","-0.234344250"," 2.255384e-01"," 0.227288692"," 0.45172920"," 0.284590688","-0.2234466589","-0.1705368245"," 0.2243680352","-0.1343247705"," 0.120677959","-0.084897573"," 0.0496510938"," 0.049308911"," 4.477667e-02"," 0.2200818027"," 0.202137389"," 0.220284411","-0.072799580","-0.070559318","-0.17771340","-0.044469985","-0.231653238","-0.007876231","-0.313054611"," 0.192005784"," 0.2310534565"," 0.167647527"," 0.042920492"," 0.0122407837"," 0.068851767","-0.06976088"," 0.190844363"," 0.2773865892"," 0.315774716"," 0.285149644","-0.2337898408"," 0.247812628","-0.0973708800"," 0.399731021"," 0.114033062"," 0.359125801"," 0.523835641"," 0.247596374"
"18","SB_2023"," 0.244191905"," 0.27281597"," 0.27182430"," 0.280818464"," 0.287354598"," 0.237982362"," 0.3837706764"," 1.638834e-01"," 0.349137265"," 0.194305288"," 0.2106535876"," 0.1069270418"," 0.203942235"," 0.1964902205"," 0.127383312"," 0.126632056"," 0.0278547017"," 0.6043759717"," 0.5193226797"," 0.141985715"," 0.285464551"," 0.243973932"," 0.272134314"," 0.183820531"," 0.26512993"," 0.253709163"," 0.26945633"," 0.354150791"," 0.187923553"," 0.180686967","-0.0113568759","-0.1376493965"," 0.047322418"," 0.118114655"," 0.1031010736"," 0.1151283170"," 0.055813544"," 0.081808261","-1.037079e-02"," 0.0190105552"," 0.0206788627","-0.02928833","-2.754341e-02"," 0.031407774"," 0.0721913841"," 0.106110086","-0.117852541"," 1.151945e-01"," 0.123365040"," 0.25653782"," 0.298631247"," 0.4726304303"," 0.4807143524"," 0.1137478757"," 0.4019810535"," 0.178628917"," 0.083907387","-0.0122056519"," 0.016407467"," 3.508770e-03"," 0.1062738027"," 0.066308272"," 0.093299468"," 0.025950129","-0.020415342","-0.07730663","-0.024246612","-0.105675979","-0.012717338","-0.137692516"," 0.114960254"," 0.1018106284"," 0.055504932"," 0.078454951"," 0.0173452453"," 0.016174139","-0.02703221"," 0.029789070"," 0.1083708199"," 0.151112743"," 0.081756301"," 0.3899729859"," 0.009070594","-0.0464223657"," 0.161055896","-0.008266416"," 0.093032829"," 0.241314330"," 0.002212963"
"19","CS_2023"," 0.214426261"," 0.24730138"," 0.24567965"," 0.254431531"," 0.259889423"," 0.213880218"," 0.3045413298"," 1.603177e-01"," 0.304809625"," 0.183435766"," 0.1905946423"," 0.1096768644"," 0.188495367"," 0.1500528379"," 0.131645144"," 0.076266959"," 0.0454191834"," 0.4597360906"," 0.4396725840"," 0.135446093"," 0.254993586"," 0.226769505"," 0.244305573"," 0.187546691"," 0.23760881"," 0.226593433"," 0.24194226"," 0.322569634"," 0.115093597"," 0.100120570","-0.0161829018","-0.1296361961"," 0.034602875"," 0.108593914"," 0.0821679092"," 0.0968434438"," 0.029610499"," 0.086406048","-7.327934e-03"," 0.0087611580"," 0.0269481062","-0.03016510","-4.410602e-04"," 0.010035121"," 0.0642522490"," 0.039064373","-0.116520453"," 9.718999e-02"," 0.111694513"," 0.23194094"," 0.255185080"," 0.3377336208"," 0.3743306818"," 0.0930460435"," 0.2580620260"," 0.095658449","-0.011811431","-0.0074663996"," 0.018777709"," 1.079037e-02"," 0.1105183379"," 0.050143743"," 0.084125889"," 0.037036907"," 0.012774369","-0.06672271","-0.012501132","-0.082880450","-0.017278302","-0.129680113"," 0.107402886"," 0.0820088011"," 0.029515408"," 0.085799786"," 0.0082462529"," 0.026089321","-0.02932639"," 0.009169728"," 0.0913697045"," 0.133641891"," 0.068988468"," 0.3045555489"," 0.005783941","-0.0407214492"," 0.166483603","-0.004602456"," 0.097527394"," 0.232301701"," 0.002301890"
"20","AVG_2023"," 0.238114535"," 0.27697163"," 0.27541952"," 0.297293461"," 0.310403585"," 0.270862186"," 0.1099610864"," 1.895123e-01"," 0.259386900"," 0.244823073"," 0.2282303764"," 0.1910944782"," 0.140443025"," 0.1540118309"," 0.190575352","-0.125049154"," 0.2282333080"," 0.1197809817"," 0.0983288200"," 0.234824475"," 0.309807191"," 0.277584344"," 0.310741911"," 0.196345638"," 0.26469226"," 0.258424444"," 0.26600955"," 0.259741160","-0.106767285","-0.039677097"," 0.0407182824","-0.2634554175"," 0.153931337"," 0.218433610"," 0.1761723081"," 0.2025802823"," 0.100537916"," 0.100819740","-2.273559e-02"," 0.0158818515"," 0.0278012912","-0.03454941","-3.120064e-02"," 0.060294055"," 0.0228337436","-0.031106276","-0.194196388"," 2.057839e-01"," 0.157324835"," 0.27276949"," 0.178191378"," 0.0199421401"," 0.0811226724"," 0.2045766435"," 0.0052533917"," 0.140692277","-0.005483001","-0.0056454816"," 0.026296379","-2.585864e-03"," 0.1411110136"," 0.228833323"," 0.206887537","-0.056770557","-0.089599545","-0.18639333","-0.048226443","-0.244542021"," 0.041123055","-0.263423189"," 0.220825099"," 0.1784517288"," 0.101253449"," 0.105334007"," 0.0171774197"," 0.033603966","-0.03889583"," 0.060922054"," 0.2100887487"," 0.251487686"," 0.177542318"," 0.0268411234"," 0.159269507","-0.0507521360"," 0.196011081"," 0.016320937"," 0.187055465"," 0.287232649"," 0.170965537"
"21","GB_2023"," 0.504239202"," 0.57608506"," 0.57287915"," 0.583271904"," 0.594230424"," 0.521338728"," 0.1824018719"," 4.389579e-01"," 0.538248739"," 0.524053537"," 0.4705940105"," 0.2788209149"," 0.389462110"," 0.2886496020"," 0.371143555","-0.078178555"," 0.4897837323"," 0.2204090205"," 0.1933490007"," 0.283845126"," 0.625311950"," 0.549818392"," 0.576161560"," 0.410076361"," 0.55895305"," 0.545569012"," 0.56182147"," 0.495326596","-0.085536398","-0.047339623","-0.0050419138","-0.3884875112"," 0.166328466"," 0.225742151"," 0.2365876643"," 0.2481585088"," 0.155998033"," 0.048044492"," 1.369126e-02"," 0.0077258888"," 0.0840803037","-0.08427771","-2.484718e-02"," 0.170979478","-0.0499121058","-0.050187368","-0.303679836"," 2.434569e-01"," 0.244743544"," 0.53460509"," 0.365335824","-0.0256160771"," 0.0182757939"," 0.2432020714","-0.0129483250"," 0.183276924","-0.031962795"," 0.0310288290"," 0.046468316"," 3.273593e-02"," 0.2738608834"," 0.254094627"," 0.286707063","-0.055952238","-0.100137518","-0.23804105","-0.049966340","-0.300805970","-0.006301603","-0.388550814"," 0.223141893"," 0.2355973844"," 0.155483618"," 0.045402250"," 0.0066639640"," 0.083224879","-0.08132630"," 0.168695882"," 0.2926908561"," 0.355914457"," 0.280159530","-0.0289754818"," 0.212580571","-0.1154375215"," 0.429995382"," 0.063889725"," 0.349421666"," 0.595074174"," 0.201307161"
"22","FB_2023"," 0.558206287"," 0.62478713"," 0.62764788"," 0.608123974"," 0.573225599"," 0.577925044"," 0.1735675786"," 5.793304e-01"," 0.606608274"," 0.621264373"," 0.5639683092"," 0.3667177865"," 0.484812984"," 0.3526480835"," 0.431117215","-0.139019064"," 0.4806004572"," 0.1940454845"," 0.1612967873"," 0.237199667"," 0.566808034"," 0.681018414"," 0.598428813"," 0.585066667"," 0.62729736"," 0.620795372"," 0.62553561"," 0.454277642","-0.143204939","-0.091218806"," 0.0829483601","-0.3072161177"," 0.174284096"," 0.233379116"," 0.3078612210"," 0.3016094608"," 0.291132451","-0.013816565","-2.348808e-01","-0.0020080701","-0.1868787080"," 0.17984261"," 3.527272e-02"," 0.243014235","-0.0376456819","-0.069182386","-0.166640456"," 2.929378e-01"," 0.299604001"," 0.59820946"," 0.415038555","-0.0563108210","-0.0279799209"," 0.2963974425","-0.0358151610"," 0.247205303","-0.018068229","-0.0202543000"," 0.076676693"," 3.140316e-03"," 0.2301806429"," 0.194295686"," 0.234279760","-0.103124928","-0.147857682","-0.20542104","-0.068141707","-0.284452466"," 0.081754355","-0.307250187"," 0.231541940"," 0.3077891444"," 0.291102834","-0.015462669","-0.0028340882","-0.187873994"," 0.18291661"," 0.241988801"," 0.3313123624"," 0.299137960"," 0.335716219","-0.0571773634"," 0.234052671"," 0.1695016052"," 0.533767848"," 0.175854992"," 0.382178523"," 0.634035698"," 0.229990590"
"23","LD_2023"," 0.527436734"," 0.59807399"," 0.59594762"," 0.598486428"," 0.602630314"," 0.543115322"," 0.1986250842"," 4.631678e-01"," 0.558432376"," 0.548452331"," 0.5003106648"," 0.3119720733"," 0.413198529"," 0.3031986980"," 0.382922274","-0.091651177"," 0.4858255772"," 0.2045043235"," 0.1766079454"," 0.281831108"," 0.597670918"," 0.608015035"," 0.620029952"," 0.440296165"," 0.58742752"," 0.573009723"," 0.59064785"," 0.449103182","-0.105219542","-0.065167621"," 0.0283946057","-0.3732218475"," 0.193113206"," 0.240957510"," 0.2637095280"," 0.2728440687"," 0.196907564"," 0.041871431","-1.074242e-01"," 0.0625241403","-0.0620647862"," 0.02815225","-3.407287e-02"," 0.166997349","-0.0633694592","-0.035761457","-0.269528196"," 2.675661e-01"," 0.246419370"," 0.55288406"," 0.364702359","-0.0356324024"," 0.0073920962"," 0.2659451479","-0.0291756461"," 0.196584524"," 0.001376516","-0.0024616797"," 0.071430572"," 2.580497e-02"," 0.2803830220"," 0.252080454"," 0.296583871","-0.041430714","-0.120276519","-0.25011929","-0.053595303","-0.317130216"," 0.027055270","-0.373277321"," 0.238177555"," 0.2626592271"," 0.196416555"," 0.039015240"," 0.0612089988","-0.063549895"," 0.03199745"," 0.164791753"," 0.3115376855"," 0.349896593"," 0.300809824","-0.0304039372"," 0.185804981"," 0.0306642685"," 0.438132566"," 0.083304566"," 0.316172064"," 0.595440948"," 0.179752232"
"24","IFFB_2023"," 0.429762150"," 0.46801187"," 0.47250963"," 0.436788356"," 0.393621564"," 0.426475572"," 0.1061392089"," 4.682231e-01"," 0.465065622"," 0.488137364"," 0.4275889921"," 0.2655732068"," 0.351982303"," 0.3415533228"," 0.354852305","-0.090001633"," 0.3538408164"," 0.1335280979"," 0.1115066661"," 0.143928198"," 0.400780164"," 0.561973889"," 0.413001407"," 0.643819578"," 0.47517845"," 0.469294929"," 0.47440424"," 0.340179521","-0.071045578","-0.025991009"," 0.0670813915","-0.2444620134"," 0.128598083"," 0.157312329"," 0.2456400557"," 0.2304413458"," 0.262532290","-0.085339522","-2.719928e-01","-0.0720690969","-0.2350107290"," 0.26093655"," 1.461418e-01"," 0.188323620","-0.0142608662","-0.047687725","-0.123735333"," 2.214215e-01"," 0.201603429"," 0.44083784"," 0.317674880","-0.0328127394","-0.0490281011"," 0.2271949387","-0.0325666713"," 0.183152988"," 0.011167876","-0.0217431054"," 0.001465318","-3.297098e-02"," 0.2136918591"," 0.186146261"," 0.216496430","-0.096845162","-0.131627596","-0.20115879"," 0.002304347","-0.210177096"," 0.065972621","-0.244492441"," 0.155662444"," 0.2456092955"," 0.262600400","-0.087277235","-0.0728153681","-0.236358898"," 0.26363328"," 0.187673517"," 0.2222676915"," 0.179125341"," 0.224077201","-0.0229435372"," 0.136215929"," 0.2494993707"," 0.376827236"," 0.118538499"," 0.295746010"," 0.460971703"," 0.151900537"
"25","Pitches_2023"," 0.558167743"," 0.62547437"," 0.63182238"," 0.609456553"," 0.580097207"," 0.569445104"," 0.1996953588"," 5.673308e-01"," 0.608377376"," 0.609619468"," 0.6014888262"," 0.3414368592"," 0.529254241"," 0.3449123768"," 0.405797604","-0.127808889"," 0.4748687207"," 0.2192128158"," 0.1846415172"," 0.244471597"," 0.584778053"," 0.629913000"," 0.590998045"," 0.496931630"," 0.63970798"," 0.643283371"," 0.63194381"," 0.466311910","-0.124728689","-0.070252364"," 0.1307550516","-0.2559662848"," 0.171125549"," 0.262246984"," 0.3019553513"," 0.3075980384"," 0.277665846"," 0.035723649","-1.520104e-01"," 0.0103857193","-0.0981505249"," 0.08874035","-3.668391e-03"," 0.272890975","-0.0500264112","-0.053849177","-0.106324270"," 3.035650e-01"," 0.313401343"," 0.60687619"," 0.419276412","-0.0354544592","-0.0046603405"," 0.3028151506","-0.0233135693"," 0.245936745","-0.026763104","-0.0829992639"," 0.029953999","-6.100792e-02"," 0.1794771637"," 0.150095395"," 0.188112482","-0.073771003","-0.155251788","-0.18296917","-0.026481038","-0.219433723"," 0.128957209","-0.256026276"," 0.258928485"," 0.3007385041"," 0.277159349"," 0.032098549"," 0.0089012169","-0.100400822"," 0.09377968"," 0.270519044"," 0.3539874570"," 0.305200219"," 0.349725908","-0.0353225919"," 0.275297025"," 0.0757532858"," 0.545373896"," 0.204324274"," 0.408740984"," 0.641025663"," 0.272990296"
"26","Balls_2023"," 0.552227209"," 0.61707710"," 0.62860291"," 0.601295634"," 0.563912685"," 0.566083571"," 0.1944141198"," 5.839219e-01"," 0.615207483"," 0.613072208"," 0.6452513548"," 0.3603160051"," 0.534255902"," 0.3397755022"," 0.399073873","-0.139495797"," 0.4578468468"," 0.2099159576"," 0.1679060001"," 0.238554667"," 0.567304259"," 0.624657065"," 0.578004335"," 0.490656253"," 0.64376905"," 0.660886904"," 0.62805044"," 0.442897599","-0.131478353","-0.067646046"," 0.2032689316","-0.2365126669"," 0.208291176"," 0.292407180"," 0.3126295821"," 0.3258479695"," 0.297195282"," 0.036949265","-1.665360e-01"," 0.0081590059","-0.1158680990"," 0.10679587","-5.274694e-03"," 0.293842528","-0.0535022336","-0.046105889","-0.056839950"," 3.251464e-01"," 0.353711222"," 0.62042642"," 0.440292633","-0.0426682457","-0.0097830503"," 0.3244646576","-0.0262014884"," 0.274665490","-0.042141580","-0.1619071067","-0.005680823","-1.347346e-01"," 0.1678289832"," 0.134308656"," 0.184768785","-0.063675430","-0.192079635","-0.20397628"," 0.008294662","-0.207129689"," 0.201357225","-0.236576412"," 0.288855906"," 0.3112845297"," 0.296668408"," 0.032839734"," 0.0065078069","-0.118674010"," 0.11249014"," 0.291458535"," 0.3758187329"," 0.296562921"," 0.360720641","-0.0441550178"," 0.294835565"," 0.0945114801"," 0.561990355"," 0.230411876"," 0.415050582"," 0.640725225"," 0.290056812"
"27","Strikes_2023"," 0.556313321"," 0.62443672"," 0.62762804"," 0.608432732"," 0.584154084"," 0.565939785"," 0.2009184428"," 5.519186e-01"," 0.598402636"," 0.601651630"," 0.5695032506"," 0.3268445991"," 0.521138781"," 0.3446428101"," 0.405886990","-0.119584899"," 0.4804452355"," 0.2226473493"," 0.1928575546"," 0.245641052"," 0.589560302"," 0.626954521"," 0.593041941"," 0.495870412"," 0.63108510"," 0.626530422"," 0.62815115"," 0.475792579","-0.119485926","-0.071130016"," 0.0861412423","-0.2651164110"," 0.147251332"," 0.241678025"," 0.2926502024"," 0.2937096234"," 0.263302444"," 0.034645032","-1.418551e-01"," 0.0116162287","-0.0866087353"," 0.07708768","-2.672645e-03"," 0.257723699","-0.0474641460","-0.057956475","-0.134875425"," 2.877241e-01"," 0.286269680"," 0.59289882"," 0.402652810","-0.0307988270","-0.0015529423"," 0.2869408491","-0.0213614424"," 0.226381438","-0.017310936","-0.0350257470"," 0.050965776","-1.634457e-02"," 0.1847020955"," 0.158078831"," 0.188289513","-0.079091523","-0.131733219","-0.16863952","-0.047012881","-0.224663753"," 0.084428876","-0.265173577"," 0.238530813"," 0.2915217786"," 0.262813033"," 0.031344624"," 0.0102457513","-0.088505103"," 0.08168670"," 0.255381948"," 0.3375089197"," 0.307407736"," 0.339766536","-0.0297006428"," 0.260951120"," 0.0638063376"," 0.530159204"," 0.186750791"," 0.401010770"," 0.634997255"," 0.260144464"
"28","IFH_2023"," 0.382618161"," 0.44503331"," 0.44002071"," 0.446404943"," 0.470398059"," 0.387433406"," 0.1373183284"," 2.964839e-01"," 0.420229870"," 0.373704932"," 0.3391910013"," 0.1879124025"," 0.316259569"," 0.2440816753"," 0.264414140","-0.065059446"," 0.3544856745"," 0.2970661492"," 0.2664556219"," 0.234812325"," 0.492794254"," 0.406187477"," 0.432274590"," 0.301774455"," 0.42783049"," 0.410994640"," 0.43388015"," 0.500906105","-0.045769928","-0.006826313","-0.0246897452","-0.2930484187"," 0.096653712"," 0.181138432"," 0.1492676466"," 0.1702337947"," 0.061264684"," 0.077819184"," 2.624675e-02"," 0.0170701287"," 0.0851043628","-0.08993254","-1.508305e-02"," 0.076537991"," 0.0469140891","-0.067344269","-0.247954251"," 1.706064e-01"," 0.133778751"," 0.38909617"," 0.282620598"," 0.1068701368"," 0.1186807061"," 0.1730906877"," 0.0870896139"," 0.099362275","-0.047780557"," 0.0324253498"," 0.045654634"," 3.704244e-02"," 0.2058964921"," 0.180361758"," 0.204661593","-0.051598823","-0.038741627","-0.16459283","-0.044468899","-0.217862536","-0.025740706","-0.293095559"," 0.180120245"," 0.1491451762"," 0.060959451"," 0.077765767"," 0.0170385279"," 0.085848521","-0.08906930"," 0.075089441"," 0.2106864339"," 0.283426990"," 0.192869052"," 0.0915551842"," 0.133324187","-0.1170611125"," 0.308251282"," 0.021977306"," 0.269942555"," 0.448528682"," 0.143473040"
