"X","G_2024","AB_2024","PA_2024","H_2024","X1B_2024","X2B_2024","X3B_2024","HR_2024","R_2024","RBI_2024","BB_2024","IBB_2024","SO_2024","HBP_2024","SF_2024","SH_2024","GDP_2024","SB_2024","CS_2024","AVG_2024","GB_2024","FB_2024","LD_2024","IFFB_2024","Pitches_2024","Balls_2024","Strikes_2024","IFH_2024","BU_2024","BUH_2024","BB_pct_2024","K_pct_2024","BB_K_2024","OBP_2024","SLG_2024","OPS_2024","ISO_2024","BABIP_2024","GB_FB_2024","LD_pct_2024","GB_pct_2024","FB_pct_2024","IFFB_pct_2024","HR_FB_2024","IFH_pct_2024","BUH_pct_2024","TTO_pct_2024","wOBA_2024","wRAA_2024","wRC_2024","WAR_2024","BaseRunning_2024","Spd_2024","wRC_plus_2024","wBsR_2024","WPA_2024","Clutch_2024","O.Swing_pct_2024","Z.Swing_pct_2024","Swing_pct_2024","O.Contact_pct_2024","Z.Contact_pct_2024","Contact_pct_2024","Zone_pct_2024","F.Strike_pct_2024","SwStr_pct_2024","CStr_pct_2024","C.SwStr_pct_2024","BB_pct_plus_2024","K_pct_plus_2024","OBP_plus_2024","SLG_plus_2024","ISO_plus_2024","BABIP_plus_2024","LD_pct_plus_2024","GB_pct_plus_2024","FB_pct_plus_2024","HRFB_pct_plus_2024","xwOBA_2024","xAVG_2024","xSLG_2024","XBR_2024","EV_2024","LA_2024","Barrels_2024","Barrel_pct_2024","maxEV_2024","HardHit_2024","HardHit_pct_2024"
"47","TTO_pct_2023","-0.151069876","-0.14923421","-0.13246817","-0.179265175","-0.265164357","-0.126464486","-0.0274601563"," 1.005275e-01","-0.082194132","-0.053813385"," 0.0488838297"," 0.0267451337"," 0.161483329","-0.0725355158","-0.164646413","-0.155777294","-0.2094032300","-0.0625179197","-0.0670389085","-0.173766605","-0.291832757","-0.162536508","-0.248707111","-0.147485428","-0.09311278","-0.048653959","-0.11828251","-0.211130646","-0.135251701","-0.104442392"," 0.2557703013"," 0.5970365600","-0.161221171","-0.018580558"," 0.0609486324"," 0.0368480254"," 0.204866679"," 0.077463737","-1.230425e-01","-0.0874877780","-0.1668951346"," 0.20339717","-4.076751e-02"," 0.264237329"," 0.0141896167","-0.071607709"," 0.670936646"," 3.729378e-02"," 0.103773544","-0.05993136","-0.014916687","-0.0039035190"," 0.0031127455"," 0.0326498343"," 0.0095710709"," 0.052980721","-0.083021841","-0.2055848577"," 0.020432859","-1.482443e-01","-0.5050484974","-0.528526636","-0.564901851","-0.068316929","-0.026331270"," 0.44047210","-0.019317731"," 0.445715874"," 0.254968705"," 0.597041607","-0.019569510"," 0.0604525766"," 0.204854165"," 0.076307649","-0.0880774631","-0.168917970"," 0.20766227"," 0.264305309"," 0.0397715955","-0.242581901"," 0.097966812","-0.0146547720"," 0.219195078"," 0.2044237373"," 0.131795359"," 0.394677566"," 0.127622772","-0.099063687"," 0.253490713"
"48","wOBA_2023"," 0.280992393"," 0.32396510"," 0.33425734"," 0.328451736"," 0.296381226"," 0.320617037"," 0.1120633381"," 3.446095e-01"," 0.338858493"," 0.338505120"," 0.3779203186"," 0.2808532941"," 0.282444675"," 0.2327317312"," 0.211604444","-0.202202182"," 0.2278792625"," 0.1159360160"," 0.0758798609"," 0.173582921"," 0.283782335"," 0.339609892"," 0.313140734"," 0.267266015"," 0.34212321"," 0.360249410"," 0.32849032"," 0.237649507","-0.170578268","-0.075720789"," 0.2382710487","-0.1028050365"," 0.185538985"," 0.269435258"," 0.2454789051"," 0.2699381141"," 0.242547071"," 0.070637127","-1.397193e-01","-0.0271519023","-0.0994354595"," 0.10869894"," 9.700480e-03"," 0.221354113","-0.0164562182","-0.055744399"," 0.058364749"," 2.771058e-01"," 0.279146279"," 0.36607312"," 0.260419952","-0.0133752590"," 0.0281700324"," 0.2796885446","-0.0009437244"," 0.231248416","-0.047126880","-0.1368044893"," 0.009178210","-1.191651e-01"," 0.0291616751"," 0.059612979"," 0.060885182","-0.126844811","-0.174465753","-0.09821185","-0.041623040","-0.144956502"," 0.238400338","-0.102767523"," 0.271630361"," 0.2478063533"," 0.243398193"," 0.074595734","-0.0262813111","-0.095235660"," 0.10643614"," 0.222722853"," 0.3029324197"," 0.193674745"," 0.270354523","-0.0202880265"," 0.275158371"," 0.1095707426"," 0.347824463"," 0.212665131"," 0.299692051"," 0.353503266"," 0.300083962"
"49","wRAA_2023"," 0.314098981"," 0.38290630"," 0.40316196"," 0.411533363"," 0.355004816"," 0.400843940"," 0.1622114419"," 4.835221e-01"," 0.454508331"," 0.452265435"," 0.5289613199"," 0.4644722403"," 0.338880212"," 0.2482430472"," 0.241573967","-0.219697988"," 0.2591311793"," 0.1494562144"," 0.0666186242"," 0.238784678"," 0.323227631"," 0.407069127"," 0.374193896"," 0.264086530"," 0.41933621"," 0.457314103"," 0.39341102"," 0.258020070","-0.180222723","-0.083805400"," 0.3185163744","-0.0969530580"," 0.258295104"," 0.356861688"," 0.3359015277"," 0.3651893448"," 0.331025791"," 0.125624855","-1.530911e-01"," 0.0237103408","-0.1453057384"," 0.12715807","-4.628027e-02"," 0.295588270","-0.0038390814","-0.025441825"," 0.109719113"," 3.691164e-01"," 0.493594780"," 0.50384824"," 0.416512941","-0.0212040794"," 0.0349380801"," 0.3727558962"," 0.0261309940"," 0.414006961","-0.107377654","-0.1616939582"," 0.054929322","-1.299898e-01"," 0.0584075533"," 0.007394460"," 0.053846526","-0.194544390","-0.205786222","-0.09092366","-0.090180105","-0.185378639"," 0.317462527","-0.096981681"," 0.355402458"," 0.3358994891"," 0.331028223"," 0.124473885"," 0.0225897715","-0.147782979"," 0.13192680"," 0.295959804"," 0.4065919185"," 0.264149821"," 0.378690602","-0.0566678211"," 0.331523007"," 0.0970459784"," 0.501856318"," 0.328197513"," 0.377962140"," 0.459634375"," 0.331812128"
"50","wRC_2023"," 0.553212516"," 0.63323128"," 0.64333527"," 0.634326823"," 0.594438070"," 0.595985511"," 0.2156232908"," 6.167815e-01"," 0.642888123"," 0.642406779"," 0.6457313498"," 0.4399829575"," 0.525771106"," 0.3615389355"," 0.404359318","-0.174663814"," 0.4768639400"," 0.2298026346"," 0.1751176346"," 0.287929284"," 0.588824660"," 0.645259606"," 0.607823416"," 0.487797971"," 0.64934147"," 0.660946788"," 0.63679669"," 0.469949017","-0.161224463","-0.088078474"," 0.1883541433","-0.2589309079"," 0.223149540"," 0.328578089"," 0.3591732441"," 0.3717636110"," 0.332198946"," 0.072139642","-1.639728e-01"," 0.0150865906","-0.1162530510"," 0.10370286","-1.706039e-02"," 0.314562448","-0.0394027407","-0.056139624","-0.076511145"," 3.685376e-01"," 0.420068349"," 0.65802758"," 0.478680760","-0.0357480694"," 0.0122737228"," 0.3697227164","-0.0079315843"," 0.336692758","-0.064452624","-0.0892360019"," 0.068510669","-5.826208e-02"," 0.1719362026"," 0.136142939"," 0.176842595","-0.135493781","-0.183574180","-0.17372183","-0.079028608","-0.261758308"," 0.186699106","-0.258984030"," 0.325757934"," 0.3584286223"," 0.331865647"," 0.069395601"," 0.0136738135","-0.118383029"," 0.10880297"," 0.313038046"," 0.4222561667"," 0.348566288"," 0.412010332","-0.0494290033"," 0.329261500"," 0.0805210640"," 0.605451177"," 0.266245776"," 0.457183515"," 0.674043345"," 0.328511586"
"51","WAR_2023"," 0.448219417"," 0.52184475"," 0.53155627"," 0.529492857"," 0.493258026"," 0.482942222"," 0.2736561467"," 5.224295e-01"," 0.577485994"," 0.530700741"," 0.5473673515"," 0.4082771310"," 0.436980408"," 0.2763454728"," 0.341486532","-0.106340457"," 0.3176556831"," 0.3319210760"," 0.2373826423"," 0.250845013"," 0.479634045"," 0.532042041"," 0.500930199"," 0.390022475"," 0.53734555"," 0.549123621"," 0.52569306"," 0.455137205","-0.071399955","-0.012981881"," 0.1872191879","-0.1887220830"," 0.215970418"," 0.296960274"," 0.3212128435"," 0.3335751579"," 0.301550166"," 0.085058410","-1.441864e-01"," 0.0131119865","-0.1130171818"," 0.10157078","-2.890785e-02"," 0.268939903"," 0.0118581634"," 0.010029688","-0.026343934"," 3.307971e-01"," 0.384848283"," 0.55869409"," 0.562725609"," 0.1399554868"," 0.1659862077"," 0.3422456612"," 0.1315466268"," 0.348060518","-0.051815297","-0.0966572053"," 0.063658881","-6.235117e-02"," 0.1306748348"," 0.074932861"," 0.124004030","-0.116205861","-0.125958128","-0.12586431","-0.080150228","-0.212376490"," 0.186367898","-0.188718209"," 0.296519463"," 0.3221258103"," 0.301893607"," 0.085670516"," 0.0127598770","-0.113100176"," 0.10217185"," 0.269870095"," 0.3588684896"," 0.283839786"," 0.346274595"," 0.1043805763"," 0.275087626"," 0.0790362181"," 0.519602522"," 0.239028332"," 0.369516959"," 0.558044058"," 0.269142485"
"52","BaseRunning_2023"," 0.042546223"," 0.04378776"," 0.04139982"," 0.048242259"," 0.049821453"," 0.025557507"," 0.4097861894","-2.337124e-02"," 0.147254301","-0.029881582","-0.0004285541","-0.0723252547"," 0.040391700"," 0.0731762349","-0.048222443"," 0.195513797","-0.2150196173"," 0.5273595631"," 0.4448316338"," 0.041069616"," 0.054537805"," 0.014776140"," 0.035382526"," 0.007324985"," 0.04023866"," 0.032793148"," 0.04423526"," 0.182179374"," 0.264070548"," 0.228689520","-0.0414579672"," 0.0016715949","-0.033661209"," 0.020741662"," 0.0235491674"," 0.0241060368"," 0.007012193"," 0.063042648"," 3.539584e-02"," 0.0075233038"," 0.0296575232","-0.03214632","-3.551730e-02","-0.029629787"," 0.0941727783"," 0.160264929","-0.022985461"," 2.443858e-02"," 0.012455385"," 0.03655633"," 0.184114202"," 0.5798998971"," 0.5422008222"," 0.0241598461"," 0.4239638776"," 0.119687791"," 0.151864767","-0.0148825503","-0.003158892"," 1.734266e-04"," 0.0006730373","-0.025047736","-0.015700177"," 0.067849435"," 0.012595302"," 0.01737128","-0.005136005"," 0.013229104","-0.042491209"," 0.001634434"," 0.017297269"," 0.0215687682"," 0.006478661"," 0.058985116"," 0.0055999035"," 0.023647711","-0.02920023","-0.031598972","-0.0002825346"," 0.044591845","-0.021777306"," 0.5399054391","-0.061125683","-0.0305730021","-0.031583499","-0.053783089","-0.055413118"," 0.004145097","-0.071620722"
"53","Spd_2023"," 0.165862379"," 0.13381723"," 0.12957267"," 0.132365901"," 0.139565039"," 0.107986856"," 0.3683911989"," 3.158158e-02"," 0.210316177"," 0.053601604"," 0.0515337952","-0.0187702568"," 0.133407979"," 0.1412280123"," 0.003667910"," 0.245265624","-0.1254739223"," 0.5282196250"," 0.4807287504"," 0.081894425"," 0.137765985"," 0.090426965"," 0.116425048"," 0.046005946"," 0.12067779"," 0.104656619"," 0.12897524"," 0.264133436"," 0.338293640"," 0.271450572","-0.0948651962","-0.0172300617","-0.056271387"," 0.034381775"," 0.0322254859"," 0.0350988125","-0.007587144"," 0.109716402"," 5.549749e-02","-0.0461977771"," 0.0680396458","-0.04200442","-1.049033e-01","-0.012321088"," 0.1279683838"," 0.138652361","-0.059664076"," 3.645484e-02"," 0.006171537"," 0.10138324"," 0.163932078"," 0.5128288748"," 0.5983554803"," 0.0271587747"," 0.3702310079"," 0.075246304"," 0.080638797"," 0.0247483943"," 0.077044309"," 6.399436e-02","-0.0304382652","-0.002839176","-0.025801096"," 0.045579261"," 0.085071332"," 0.04233495","-0.074282725","-0.029003298","-0.095384677","-0.017278046"," 0.032637228"," 0.0313942670","-0.007698934"," 0.107393215","-0.0475489274"," 0.065945883","-0.04234175","-0.013424874","-0.0168141092"," 0.047377091","-0.028293349"," 0.4816290756","-0.109817412","-0.1065734609"," 0.030564824","-0.049163946","-0.026740460"," 0.073386186","-0.115257198"
"54","wRC_plus_2023"," 0.283340661"," 0.32390206"," 0.33431127"," 0.327203307"," 0.294555910"," 0.316060203"," 0.1080387787"," 3.499899e-01"," 0.338939832"," 0.339435385"," 0.3790562309"," 0.2809378347"," 0.282427905"," 0.2358994771"," 0.208080487","-0.206601039"," 0.2234980206"," 0.1138718751"," 0.0712714340"," 0.165325115"," 0.281213890"," 0.342324461"," 0.312457830"," 0.270579767"," 0.34250939"," 0.360780139"," 0.32878857"," 0.236930463","-0.171684035","-0.074180605"," 0.2402692497","-0.1016499357"," 0.185345393"," 0.262851923"," 0.2428128535"," 0.2657172653"," 0.244166621"," 0.058092296","-1.437897e-01","-0.0357556582","-0.1053001062"," 0.11861050"," 8.639211e-03"," 0.227156898","-0.0167210169","-0.054318691"," 0.062001431"," 2.726047e-01"," 0.279306401"," 0.36617789"," 0.269692047","-0.0177294829"," 0.0270619627"," 0.2838003788","-0.0002338761"," 0.236297112","-0.052501900","-0.1348029186"," 0.009206992","-1.171134e-01"," 0.0329492395"," 0.052277002"," 0.059272875","-0.124560389","-0.174960747","-0.09610356","-0.043118210","-0.144228681"," 0.240953486","-0.101574887"," 0.266954746"," 0.2465237819"," 0.245533516"," 0.064798837","-0.0339326530","-0.098385452"," 0.11323479"," 0.229990344"," 0.3019698532"," 0.188571318"," 0.271770361","-0.0277953174"," 0.275922573"," 0.1182468740"," 0.352082802"," 0.219391668"," 0.297919008"," 0.353733106"," 0.298985343"
"55","wBsR_2023"," 0.033595452"," 0.02974030"," 0.02677520"," 0.037814134"," 0.048614481"," 0.017312742"," 0.2955924412","-4.257268e-02"," 0.107187474","-0.033110883","-0.0201207458","-0.0339593735"," 0.014993097"," 0.0705745417","-0.032002237"," 0.174516731","-0.1461911072"," 0.5052411620"," 0.4044357504"," 0.026067121"," 0.047419819"," 0.001271927"," 0.034046547","-0.012561211"," 0.02094098"," 0.009418782"," 0.02749240"," 0.144618249"," 0.235782623"," 0.215893221","-0.0562618320","-0.0069894710","-0.030375088"," 0.000291260"," 0.0007236197"," 0.0006416211","-0.016296311"," 0.044416691"," 2.684467e-02"," 0.0125410970"," 0.0308648374","-0.03580292","-3.722502e-02","-0.036034963"," 0.0799626970"," 0.142571892","-0.038414198"," 8.213438e-05","-0.003933724"," 0.01888136"," 0.125236389"," 0.4792888874"," 0.4531551523"," 0.0005147764"," 0.4264241807"," 0.116634964"," 0.151651151"," 0.0251086900"," 0.007116318"," 2.695279e-02"," 0.0012639444","-0.002637041","-0.005381927"," 0.029850419"," 0.015220543"," 0.01523323","-0.026367272","-0.010064340","-0.056964003","-0.007001952","-0.002605437","-0.0007469557","-0.016532862"," 0.040848817"," 0.0108632047"," 0.025230619","-0.03451663","-0.037178611","-0.0213991423"," 0.021509694","-0.036065076"," 0.3788099671","-0.070567549","-0.0517961809","-0.045336586","-0.059917786","-0.054351790","-0.011649686","-0.076139173"
"56","WPA_2023"," 0.214536827"," 0.26253741"," 0.28184466"," 0.286697101"," 0.234442820"," 0.284222965"," 0.1355389702"," 3.703877e-01"," 0.340841655"," 0.323023157"," 0.4131781898"," 0.3978021082"," 0.219377527"," 0.1860001526"," 0.158767185","-0.170354601"," 0.1347718876"," 0.1610665537"," 0.0859467002"," 0.172231615"," 0.204977892"," 0.303118557"," 0.261847253"," 0.188192453"," 0.29802382"," 0.332489548"," 0.27522816"," 0.132677164","-0.110212333","-0.027027446"," 0.3017728274","-0.0784492352"," 0.254227514"," 0.292450920"," 0.2635227078"," 0.2909124198"," 0.269761652"," 0.079120585","-1.470265e-01"," 0.0134793852","-0.1422065654"," 0.12929234","-5.044925e-02"," 0.223094763","-0.0128844328"," 0.030986147"," 0.106201626"," 2.956363e-01"," 0.408811528"," 0.37754884"," 0.327124276"," 0.0354990418"," 0.0896498072"," 0.3073272284"," 0.0693780046"," 0.383759630","-0.048490242","-0.1289457113"," 0.060504914","-1.007459e-01"," 0.0627337877"," 0.015709712"," 0.059115325","-0.189460767","-0.207588095","-0.08338440","-0.104400855","-0.191493496"," 0.301333487","-0.078459012"," 0.292237672"," 0.2643818760"," 0.270260692"," 0.079008138"," 0.0128710767","-0.143243345"," 0.13110794"," 0.224580854"," 0.3253687198"," 0.208013756"," 0.288120578","-0.0054651737"," 0.247936349"," 0.0948799806"," 0.355517566"," 0.241330967"," 0.270888280"," 0.321238697"," 0.233399469"
"57","Clutch_2023","-0.096922214","-0.11002174","-0.11139372","-0.117165158","-0.108115916","-0.092711585","-0.0111401166","-1.440912e-01","-0.117672827","-0.145499906","-0.1108488709","-0.0883120377","-0.136589184","-0.0675808597","-0.053970759"," 0.047437454","-0.1052463949","-0.0175614805"," 0.0123243015","-0.043421299","-0.095248080","-0.087662238","-0.099655995","-0.051684668","-0.11272342","-0.119526529","-0.10774582","-0.139205501"," 0.073301013"," 0.065144617"," 0.0158938500","-0.0353691646"," 0.052907252","-0.028515611","-0.0716241822","-0.0610669194","-0.075603286","-0.036593278"," 2.683073e-02","-0.0085087571"," 0.0354310435","-0.02965028"," 4.572149e-03","-0.107911020","-0.0211556552"," 0.063899015","-0.044650367","-5.535177e-02","-0.114334882","-0.13045837","-0.154703214"," 0.0248801116"," 0.0568341840","-0.0591943248"," 0.0017021039","-0.067648872"," 0.061747820"," 0.0419205672"," 0.011611621"," 2.676017e-02"," 0.0789693623"," 0.059656560"," 0.071432393","-0.054554661","-0.021112765","-0.05021297","-0.022445371","-0.075152955"," 0.016166051","-0.035396653","-0.028225281","-0.0713059483","-0.075258448","-0.037265964","-0.0085614051"," 0.035601101","-0.03160798","-0.107824855","-0.0661307297","-0.021573994","-0.103257469"," 0.0377887752","-0.099110966","-0.0331503321","-0.193092133","-0.137914147","-0.090983736","-0.142901118","-0.113940174"
"58","O.Swing_pct_2023","-0.003480608"," 0.01652976","-0.01033386"," 0.025992459"," 0.041050417"," 0.018014899","-0.0283498756","-1.671557e-02","-0.053690393"," 0.018271364","-0.2414206010","-0.0108240077","-0.028043729"," 0.0002392905"," 0.026062719","-0.045604164"," 0.1152469506","-0.0142776848"," 0.0777683048"," 0.048990293"," 0.045779753"," 0.010750520"," 0.035796742"," 0.027987968","-0.05647023","-0.129059968","-0.01352540"," 0.088906042","-0.055118897","-0.083043064","-0.4576807159"," 0.0049437556","-0.280529429","-0.183473287"," 0.0183747414","-0.0517053661","-0.005891061"," 0.024096947"," 3.574548e-02"," 0.0112359276"," 0.0460007948","-0.04960977","-4.733078e-04","-0.003063947"," 0.0631509462","-0.087544728","-0.171705837","-8.407783e-02","-0.123980705","-0.05712698","-0.087582826","-0.0702906475","-0.0772493078","-0.0837563724","-0.0588922383","-0.106519792"," 0.030989674"," 0.6754810011"," 0.397250890"," 6.353147e-01","-0.0454230054","-0.068380441","-0.180714562","-0.314458473"," 0.255524736"," 0.36502081","-0.440611757","-0.051608320","-0.456684423"," 0.004983535","-0.180341009"," 0.0203692469","-0.005480407"," 0.029865425"," 0.0132935608"," 0.050884823","-0.05670359","-0.002289285","-0.0563005318"," 0.084176341"," 0.057681137","-0.0587879398"," 0.023930892","-0.0834290364","-0.008597072"," 0.002942210"," 0.092829880"," 0.013370113"," 0.050974258"
"59","Z.Swing_pct_2023"," 0.056827754"," 0.08250865"," 0.07194871"," 0.090596402"," 0.066615471"," 0.094957951"," 0.0299572229"," 1.390710e-01"," 0.070272890"," 0.103218693","-0.0182580295"," 0.1213094507"," 0.109526907"," 0.0416024059","-0.031988055","-0.074760658"," 0.0794650264","-0.0099217816","-0.0065018228"," 0.094672432"," 0.053661123"," 0.080829477"," 0.068485640"," 0.023463951"," 0.04460780"," 0.016974504"," 0.06036966"," 0.054241250","-0.088960995","-0.086337023","-0.0981532057"," 0.1133929408","-0.112582484"," 0.038064673"," 0.1512810843"," 0.1211626219"," 0.157647367"," 0.111732154","-9.635056e-02"," 0.0201383478","-0.0878319257"," 0.07398278","-4.248753e-02"," 0.178949622"," 0.1034780494","-0.093446562"," 0.101364349"," 1.096859e-01"," 0.071274358"," 0.08324032"," 0.058347170","-0.0386563354","-0.0051336382"," 0.1168546545","-0.0203089214"," 0.045486276","-0.025638013"," 0.3181583031"," 0.641147021"," 5.251427e-01","-0.2288895735","-0.271580014","-0.317110877","-0.221784216"," 0.095480929"," 0.43991705","-0.660470874","-0.190480078","-0.096800092"," 0.113508489"," 0.043136591"," 0.1549668745"," 0.158652313"," 0.121081155"," 0.0230168015","-0.080319408"," 0.06708974"," 0.180685979"," 0.1224189453"," 0.095584383"," 0.184220103","-0.0430454394"," 0.160452858"," 0.0761252954"," 0.158882578"," 0.220465763"," 0.182761034"," 0.106992558"," 0.182831363"
"60","Swing_pct_2023","-0.011994602"," 0.01064507","-0.01372988"," 0.020867686"," 0.026643300"," 0.013946248","-0.0005567054"," 4.088130e-03","-0.040373301"," 0.014328466","-0.2181277289"," 0.0129781833","-0.012165636","-0.0043469825","-0.029604428","-0.036554517"," 0.0746938772","-0.0149547458"," 0.0451919362"," 0.062439052"," 0.025277075"," 0.005910804"," 0.022419257","-0.005320555","-0.05947228","-0.123924860","-0.02125871"," 0.062521130","-0.048605436","-0.079232480","-0.3657195762"," 0.0554365819","-0.240506530","-0.123289025"," 0.0514377115","-0.0069064465"," 0.033401924"," 0.066315043","-6.457005e-05"," 0.0269619989"," 0.0077763028","-0.02089983","-2.870142e-02"," 0.046522376"," 0.0957084883","-0.090023917","-0.081594505","-3.241953e-02","-0.087265517","-0.04513910","-0.057809270","-0.0418374994","-0.0291680302","-0.0276615463","-0.0337993445","-0.072043791"," 0.028187989"," 0.6019558100"," 0.574707573"," 6.869384e-01","-0.1429924454","-0.178442958","-0.268454867","-0.261308192"," 0.225135095"," 0.45429433","-0.611081582","-0.126350531","-0.364205506"," 0.055537543","-0.118392171"," 0.0547064605"," 0.034216470"," 0.075235971"," 0.0300260193"," 0.015238236","-0.02973936"," 0.048115769","-0.0099012261"," 0.089601077"," 0.089446348","-0.0361036745"," 0.064892665","-0.0312498549"," 0.017899267"," 0.067350363"," 0.101410678"," 0.015439177"," 0.085797713"
"61","O.Contact_pct_2023"," 0.181436152"," 0.19489926"," 0.19204765"," 0.215089260"," 0.266708547"," 0.185276840"," 0.0772582820"," 7.385814e-03"," 0.157973606"," 0.133600740"," 0.1277001269"," 0.0718886141","-0.066362555"," 0.1056505626"," 0.214115536"," 0.026794904"," 0.2077050902"," 0.0819948270"," 0.0666215620"," 0.180090498"," 0.271610442"," 0.237567902"," 0.279142983"," 0.230900377"," 0.18034686"," 0.164185524"," 0.18819707"," 0.182546003"," 0.070810410"," 0.103641626","-0.0382533417","-0.5663391805"," 0.276573310"," 0.129831862","-0.0058241018"," 0.0416791618","-0.128609834","-0.062016752","-2.632829e-02"," 0.0706924718","-0.0008852875","-0.03446833"," 3.192865e-02","-0.219549593","-0.0104368865"," 0.128141538","-0.543600042"," 5.000342e-02"," 0.016173442"," 0.15305686"," 0.112952608"," 0.0047522793","-0.0594015916"," 0.0566852778","-0.0039144944"," 0.037161040"," 0.026723599"," 0.0240114397","-0.210455940","-7.050352e-02"," 0.5918750683"," 0.458231133"," 0.596572846"," 0.114429210","-0.048733045","-0.53842016"," 0.197331308","-0.372558541","-0.038060801","-0.566411945"," 0.129589057","-0.0063062954","-0.129010215","-0.063153652"," 0.0707232511","-0.001709421","-0.03428093","-0.220162065"," 0.0322580728"," 0.216809984","-0.046897150"," 0.0109789157","-0.170254977","-0.0067455039","-0.027080284","-0.289090167","-0.130097185"," 0.154465817","-0.232984425"
"62","Z.Contact_pct_2023"," 0.154433486"," 0.16167288"," 0.15781480"," 0.189568103"," 0.250547820"," 0.142303998"," 0.0575754321","-2.068841e-02"," 0.135140171"," 0.096920047"," 0.0908822630","-0.0057941213","-0.101186701"," 0.0864247040"," 0.177346840"," 0.044566286"," 0.1934327157"," 0.0398040449"," 0.0351939987"," 0.168034025"," 0.255140128"," 0.189826840"," 0.257473178"," 0.154770840"," 0.14172394"," 0.132202018"," 0.14603455"," 0.166620228"," 0.059435186"," 0.082045840","-0.0120151048","-0.5830832936"," 0.283429885"," 0.130176229","-0.0105806488"," 0.0384247365","-0.127517026","-0.098365219"," 3.587935e-02"," 0.0818802953"," 0.0699729018","-0.10787250","-3.534119e-02","-0.192322975","-0.0820329657"," 0.133776676","-0.547079320"," 5.159040e-02"," 0.017451207"," 0.12742651"," 0.069355155","-0.0187230774","-0.0172249038"," 0.0514996807","-0.0344123777"," 0.058848502"," 0.094632387","-0.0582653641","-0.209150096","-1.376918e-01"," 0.4917755222"," 0.635046127"," 0.639850074"," 0.088430933","-0.070086568","-0.59785874"," 0.224879952","-0.408059905","-0.012081663","-0.583128780"," 0.129705802","-0.0106551258","-0.127546742","-0.099712137"," 0.0814197602"," 0.069322326","-0.10865289","-0.192306198"," 0.0459561578"," 0.218755404","-0.049100374"," 0.0009494969","-0.177604318","-0.0958068016","-0.058665221","-0.320902830","-0.133698820"," 0.123098457","-0.227999922"
"63","Contact_pct_2023"," 0.170666081"," 0.17856008"," 0.17858702"," 0.204940466"," 0.268770785"," 0.162618722"," 0.0774232230","-2.782918e-02"," 0.155814099"," 0.103097460"," 0.1413919857"," 0.0288637604","-0.113151209"," 0.0918301259"," 0.194264117"," 0.058515829"," 0.1848025612"," 0.0653664606"," 0.0388713064"," 0.179740256"," 0.274263476"," 0.219621721"," 0.280804247"," 0.195372335"," 0.16987080"," 0.166553477"," 0.17030389"," 0.166590941"," 0.084961942"," 0.115516129"," 0.0447079820","-0.6405719034"," 0.359804092"," 0.167828895","-0.0283995487"," 0.0390297558","-0.161323081","-0.090781375"," 1.583215e-02"," 0.0932551241"," 0.0442737538","-0.08896601","-9.713442e-03","-0.254073143","-0.0601601197"," 0.158419924","-0.585025816"," 5.699474e-02"," 0.025062400"," 0.14630937"," 0.106384237"," 0.0111566261","-0.0133419646"," 0.0624546903","-0.0093119508"," 0.063265055"," 0.069790989","-0.1348516269","-0.291163994","-2.132904e-01"," 0.6064091328"," 0.609107753"," 0.716669776"," 0.195492678","-0.116108149","-0.69090209"," 0.296968633","-0.434741239"," 0.044924010","-0.640616374"," 0.167708753","-0.0284849650","-0.161406706","-0.091929054"," 0.0931667519"," 0.043945192","-0.08969675","-0.254090731"," 0.0352945306"," 0.221832099","-0.084861602"," 0.0258816361","-0.211712214","-0.0520706555","-0.070718306","-0.369093361","-0.188235411"," 0.132116144","-0.281669838"
"64","Zone_pct_2023","-0.185122578","-0.21038535","-0.21010099","-0.211634572","-0.173882885","-0.225710039"," 0.0295249188","-2.784438e-01","-0.188250865","-0.254074230","-0.1859475660","-0.2076296977","-0.243242386","-0.1199774450","-0.154717077"," 0.185284428","-0.2326198401"," 0.0045903531","-0.0258224082","-0.097514065","-0.163265184","-0.210948521","-0.179206847","-0.189522887","-0.20485160","-0.199361237","-0.20624503","-0.135563799"," 0.186281605"," 0.110432061"," 0.0094393681","-0.0418229217"," 0.072746539","-0.072564979","-0.1927922586","-0.1628920124","-0.216349816","-0.036312438"," 1.379862e-01"," 0.0667056710"," 0.1063194562","-0.13509745","-3.863865e-02","-0.226988260","-0.0136402287"," 0.065412319","-0.085161342","-1.484193e-01","-0.175158699","-0.22997928","-0.115790799"," 0.1503290415"," 0.1330220897","-0.1449869499"," 0.0886562863","-0.090291016"," 0.106647842","-0.2030134494","-0.174668633","-1.585737e-01"," 0.0604752011"," 0.065178735"," 0.140121656"," 0.412598210","-0.017648079","-0.17179147"," 0.214607454"," 0.031549270"," 0.009895110","-0.041761362","-0.072703847","-0.1933357918","-0.216426253","-0.036915275"," 0.0672997670"," 0.106361475","-0.13625668","-0.226593345","-0.1756520478","-0.091202871","-0.238213049"," 0.1588088534","-0.186760335","-0.0604218660","-0.294368051","-0.271857931","-0.318938790","-0.243023022","-0.243472629"
