"G_2021","AB_2021","PA_2021","H_2021","X1B_2021","X2B_2021","X3B_2021","HR_2021","R_2021","RBI_2021","BB_2021","IBB_2021","SO_2021","HBP_2021","SF_2021","SH_2021","GDP_2021","SB_2021","CS_2021","AVG_2021","GB_2021","FB_2021","LD_2021","IFFB_2021","Pitches_2021","Balls_2021","Strikes_2021","IFH_2021","BU_2021","BUH_2021","BB_pct_2021","K_pct_2021","BB_K_2021","OBP_2021","SLG_2021","OPS_2021","ISO_2021","BABIP_2021","GB_FB_2021","LD_pct_2021","GB_pct_2021","FB_pct_2021","IFFB_pct_2021","HR_FB_2021","IFH_pct_2021","BUH_pct_2021","TTO_pct_2021","wOBA_2021","wRAA_2021","wRC_2021","WAR_2021","BaseRunning_2021","Spd_2021","wRC_plus_2021","wBsR_2021","WPA_2021","Clutch_2021","O.Swing_pct_2021","Z.Swing_pct_2021","Swing_pct_2021","O.Contact_pct_2021","Z.Contact_pct_2021","Contact_pct_2021","Zone_pct_2021","F.Strike_pct_2021","SwStr_pct_2021","CStr_pct_2021","C.SwStr_pct_2021","BB_pct_plus_2021","K_pct_plus_2021","OBP_plus_2021","SLG_plus_2021","ISO_plus_2021","BABIP_plus_2021","LD_pct_plus_2021","GB_pct_plus_2021","FB_pct_plus_2021","HRFB_pct_plus_2021","xwOBA_2021","xAVG_2021","xSLG_2021","XBR_2021","EV_2021","LA_2021","Barrels_2021","Barrel_pct_2021","maxEV_2021","HardHit_2021","HardHit_pct_2021"
0.505979864019363,0.536953611608302,0.541939556275493,0.518060643481381,0.480099832969252,0.504086079572573,0.24996579399533,0.445547081031018,0.51874615605472,0.499896986991234,0.483747153328086,0.274764066342782,0.455933390892796,0.310867685740598,0.378808706350207,0.0216367196764439,0.393822894492169,0.290609410538863,0.243897157894536,0.253132474071237,0.488393783691014,0.526379488979138,0.507717153708032,0.419764687915411,0.540547345553192,0.535380160831266,0.538150850643591,0.377232083877927,0.124468186751607,0.166171413095828,0.140114362285079,-0.216190113212554,0.233342437045098,0.279582085402136,0.280304945023392,0.297832971816987,0.22885085379066,0.0982705518330528,-0.0786181822887875,0.0350414567415865,-0.0690481940509175,0.0468936623299096,-0.0316773213513362,0.200641335434193,-0.0426002247945456,0.123298961321375,-0.0763424758934473,0.297726991644158,0.290648840224781,0.514284584885958,0.401182546882965,0.032560654481601,0.132559390116152,0.298204168409669,0.0863108074972816,0.220477345627136,-0.0777928117131684,-0.0952364764298426,0.117182599677956,-0.0395629296926422,0.145980515622922,0.0389838521811716,0.106730291379819,-0.129479782636879,-0.123596821277852,-0.0972518992421971,-0.141662999740505,-0.23266587771722,0.141304362627699,-0.216370233935222,0.279645121512294,0.280071931839269,0.228655238842342,0.0982159557913899,0.0342855995192003,-0.0689842197047547,0.047366152414656,0.200481873276195,0.334531261585176,0.290942654506131,0.324690370995242,-0.0114162580901942,0.233352131440135,0.0660516108160963,0.443401150013559,0.213372707793511,0.307697825260003,0.515491841684111,0.20489430979158
0.544489452205478,0.609717313348319,0.611396973696516,0.594239174001231,0.553407257511654,0.57752817269745,0.26463726511519,0.506675380599963,0.584833623443705,0.575288913764211,0.521428052926911,0.297175043887346,0.501746227538192,0.326158995307055,0.427709291233247,-0.00770258315832202,0.464985815431463,0.302934437649418,0.246040053845645,0.304182848059924,0.567637014163743,0.595330267816513,0.581167688815412,0.461041437024229,0.604532648634792,0.593213342761605,0.605209253149718,0.442549074448143,0.0826500632153014,0.130907962976992,0.123668758333038,-0.263050907288846,0.245094697234507,0.312035448058496,0.335204975971608,0.348196321054156,0.272658487612523,0.114749299722083,-0.0781339457067068,0.0337442141686816,-0.0635805746746851,0.0423474981558717,-0.0577776429240581,0.244552822223195,-0.0452115648070879,0.0999966254645849,-0.112577465151513,0.345525592200654,0.330105899750973,0.581078634198301,0.438719136183425,0.0350711522298055,0.102594792843319,0.344153489471856,0.0894559059919579,0.251101828548202,-0.0693495997679889,-0.0572024512094646,0.16305633679354,0.00480812148791084,0.159900597721005,0.0734855396246694,0.129760345884607,-0.14766131426231,-0.103337034083552,-0.102479757801409,-0.186571691820914,-0.27915670913674,0.126755151706834,-0.263974253925314,0.314227925820757,0.33547297858643,0.272702501100148,0.115251075424675,0.0340482386975253,-0.0631044765242512,0.0419710798268863,0.24448862979312,0.398128379642341,0.367332519368392,0.395518845871426,-0.0100395249032054,0.297170780887438,0.0554101105446063,0.51038096382539,0.252559689874863,0.376219532536836,0.598858474247356,0.269709467302167
0.546060972640282,0.607506978501485,0.612688968220081,0.589056968242748,0.544780686537505,0.572312954932417,0.254627473800459,0.515241517138198,0.588263275038777,0.576293679929468,0.54851078226759,0.316452949484731,0.508866411313511,0.336635385782223,0.426508831791196,-0.0114139675681052,0.464482319192144,0.298041149154666,0.242640304168263,0.299648418255012,0.559992608656826,0.594600408912847,0.575306439801294,0.46004133988813,0.609608616822736,0.605153480890579,0.606074564089435,0.429817275677495,0.0797964337222193,0.133527662542071,0.164750148837532,-0.256769099886648,0.273797441359995,0.331118105408367,0.339798172204248,0.358258907760001,0.282415648195151,0.112019972854755,-0.0850693064087486,0.0365380432964508,-0.0724751933493813,0.0493540050058779,-0.057004067113554,0.256130212358692,-0.0507190757366697,0.105213181023127,-0.089316065176448,0.357219662034721,0.342815819377659,0.587103571581909,0.443941336228055,0.0192071235576999,0.0950965000633542,0.356448362139428,0.0843543479057525,0.264346201575255,-0.0735974343283248,-0.0958128913082189,0.146658538422136,-0.0299980022025149,0.152151706375601,0.0610384261175073,0.124422579668018,-0.141890292844523,-0.125958955302088,-0.109866026309275,-0.170548673247599,-0.272464892526488,0.167287545217054,-0.257433410251521,0.332492771222982,0.339841196313865,0.282342177178129,0.112283162748994,0.0364055504094125,-0.0721555700465554,0.049222356352268,0.256014425896213,0.415499074046194,0.366272235039845,0.406034946192321,-0.0282391870668188,0.306758456067071,0.0640347872658985,0.520337982203201,0.268709080990563,0.381220744287608,0.598959014868443,0.277981464262363
0.5416642230038,0.612280304860182,0.609989658581525,0.613935748572123,0.592142413084831,0.586261960022864,0.265336416965196,0.472503354346471,0.583684526670468,0.566343141338615,0.489484842368843,0.30651639181298,0.461604511657078,0.330108807664625,0.423289919766194,-0.0228622125612033,0.488814225990732,0.309429892036624,0.245732320649989,0.354164157850621,0.604861561903108,0.580447169492181,0.606019229888706,0.427338720932776,0.595008349653583,0.573751977400971,0.601802853873575,0.481501436264253,0.0475770206779639,0.0958491422130417,0.0795826658975557,-0.316702322057167,0.253470042208257,0.331626445917416,0.334467403987332,0.354683683249908,0.236992431443714,0.158566364869631,-0.0331866630300632,0.0702088563533279,-0.0150136254447282,-0.0249431962340545,-0.0830886643345883,0.210828905899602,-0.021930606607079,0.0799247677176049,-0.183687716874172,0.352276274301167,0.335481487304235,0.582191241777564,0.443958573798712,0.0541967452487045,0.0944271522491733,0.350158946895092,0.0969329405972949,0.262210811580644,-0.0601435242534157,-0.0184584742291158,0.164771181462205,0.0376405040560444,0.204501214465414,0.135540485500698,0.185354116258403,-0.128877054968528,-0.0622925473084753,-0.139030128520387,-0.180790464743971,-0.312912711526713,0.0792694747395321,-0.316789150536356,0.332279632959869,0.334425606743483,0.23684724673395,0.158755186659488,0.0700618537028981,-0.0147928037772602,-0.0245226996326087,0.210708054440816,0.400048365321419,0.419189767809317,0.38970584335494,0.0110488508961958,0.283706966536292,-0.0121332317144755,0.487020727206457,0.205690397348763,0.347826412150296,0.6107590545157,0.263059717995073
0.507196057970235,0.574977543975333,0.566881611554991,0.579770292824748,0.590772511197891,0.544699128989603,0.27874280131045,0.354059691295384,0.522717652498002,0.480401400939081,0.406368823505768,0.224752768292006,0.376593361906673,0.305782726556556,0.380949325581323,0.0373394148603876,0.453626316616825,0.315396320274586,0.266358730327,0.34423182883694,0.617328389706381,0.521446264214991,0.587623339232993,0.384854271676271,0.54444411301508,0.512483718945788,0.558240822036597,0.498167417204408,0.0990173591969964,0.109410664088788,0.00800723144305475,-0.36823005852027,0.232797231689762,0.287939410281827,0.249405551656993,0.279008887590854,0.121246622367439,0.159451596997512,0.0484504329381292,0.0738228665234573,0.0767688380345967,-0.115463571170479,-0.0762067355321347,0.0974133569417771,-0.0153595519884994,0.0724100233526325,-0.280382643067534,0.281485168689949,0.231725639769784,0.509081569040839,0.373638029775993,0.079439436185362,0.11669365786226,0.278576316222429,0.0935971258235923,0.179147762724587,-0.041152497812027,0.013047729297233,0.122189864402679,0.0495723171095371,0.26619617222931,0.202426332411934,0.254672243916962,-0.0850586307712909,-0.0285459596974945,-0.195586147136278,-0.127940468750423,-0.325162716055994,0.00645271506631817,-0.367804315038352,0.288538033788974,0.249411594981856,0.121099370190401,0.159697732350522,0.0736653564433653,0.0770030349882692,-0.114880446817722,0.0973006309661109,0.312537681378135,0.395783534474662,0.286809198897026,0.047373930763231,0.176188032619677,-0.103310936256651,0.368649392010656,0.0766046891696479,0.258741250363175,0.548270161277113,0.15972917588256
0.454752138592678,0.506141908044697,0.507447951127578,0.508351435587178,0.483124484273806,0.488124104695833,0.183606999527811,0.415909818871996,0.496015524221281,0.48887161626953,0.437388083807474,0.307827548431745,0.39005511276677,0.247608296458379,0.355338721626234,-0.0305188849877009,0.410644848380679,0.21375558638876,0.161718891602828,0.276353843829221,0.469905394761653,0.501133424553975,0.513163633685974,0.349647554793159,0.499201402237898,0.487558543005012,0.501151050303126,0.352967154474022,0.0246328636409984,0.103625195100293,0.104283507143768,-0.261007518151704,0.243741202852826,0.272377059948834,0.272342983186529,0.28965374952163,0.201316868103303,0.104081736749302,-0.0854933974732773,0.0748061144862286,-0.0866822456035096,0.0415806761413235,-0.0921437996103377,0.176126384118275,-0.0350811743871402,0.115115183613075,-0.133259107317826,0.286459090720422,0.309347191816086,0.496407210163474,0.379040851184849,0.0176787185500937,0.0254296293251915,0.286087911261616,0.0570934895627541,0.261592920916913,-0.00561497732829145,-0.039183057507428,0.146246943068848,0.0185242789452493,0.167780720879682,0.12904301358708,0.167101103075449,-0.109666188838868,-0.0746478297201303,-0.132866526398993,-0.164134080917724,-0.291133877891176,0.105077416462007,-0.260981137841816,0.272760977069817,0.27220951785626,0.201161829982109,0.104044134647962,0.0748443056659136,-0.0865576526639178,0.0420727277063269,0.175998933389201,0.353396677236629,0.357726127938433,0.345486589668756,-0.0127775731423195,0.274710916631146,0.0624846574194232,0.432737309750965,0.185138699986769,0.266851170638353,0.513199480375419,0.245358181877462
0.223802401886887,0.254621575631695,0.253553739032685,0.271953790725367,0.244978043292903,0.313698703890961,0.314562650619939,0.179179933717856,0.282434440895601,0.19336033606924,0.20486526084311,0.144457008904236,0.212582490323429,0.145366422713614,0.121136744853199,0.00431873778526439,0.0515050552313418,0.286431865114214,0.23314385767447,0.183123088860658,0.239935908268438,0.232540916418091,0.24876377065461,0.138579349013952,0.253623698593047,0.244523391472122,0.256543942149469,0.24516454849781,0.119276837514729,0.175700052478531,0.0270917794172312,-0.0913718995495982,0.065760307272555,0.166326916625862,0.18665548598556,0.191225089864826,0.142271700816219,0.145027347737608,0.00206997032615178,0.031684838430671,0.0156145751838727,-0.0328480190967869,-0.0499798344209485,0.0751252506684123,0.0504529081979402,0.141429227564155,-0.0487565322316435,0.186530149728267,0.207183873720397,0.269048084385878,0.272097948399186,0.273098910168951,0.263140837313965,0.183453422473441,0.144832183153785,0.129991721540571,-0.100454341989826,-0.0520141817594102,0.0529033830227534,-0.00361019670083406,0.0484139318810748,0.0763086277367218,0.0835333830625959,0.0406557925445267,-0.0142199544350902,-0.0686454267767485,-0.0546844199741186,-0.123014889989748,0.0271573983982735,-0.0912496098583848,0.16396751899663,0.185920387400835,0.141978339471185,0.14426579201992,0.0305566392985321,0.0151772913618321,-0.0316087517529948,0.0750390835328887,0.141973004548783,0.170588427542902,0.130255979884119,0.276643713675035,0.0452109906545005,-0.0315242126426052,0.154973228838294,0.0232835458738525,0.0812800392142075,0.231237651679248,0.0518035224962062
0.426203526469161,0.484640357591513,0.496566124989514,0.472615493683346,0.376528985149056,0.463444565305311,0.121518189686763,0.607275499806689,0.512980366044366,0.582249504824511,0.506066506870887,0.3642891047962,0.514791485841091,0.297052846782615,0.387522960572475,-0.176593003102199,0.425561637485957,0.185409632763394,0.108949647175058,0.256597549270163,0.370831918758104,0.507109626169675,0.415347020080005,0.396401830623211,0.503146055208631,0.514587904912527,0.491069168586624,0.286523703056697,-0.121868616482106,-0.0305406051306139,0.215537542394586,-0.0577696471751099,0.189003678861807,0.325531388900191,0.44370977655835,0.429633057363017,0.461998613705155,0.107014909922334,-0.197825844324464,0.0157978347383075,-0.20039512491385,0.184334180231484,-0.044386768194179,0.453828648004238,-0.0269727325991796,0.000330897021847927,0.137689923898147,0.416175270890261,0.45733237644309,0.5475076961112,0.44533208837773,-0.0604285452826676,0.00373953125766797,0.416168688663975,0.0719645204404433,0.349464088205812,-0.120644186775598,-0.0683960232301629,0.216075445000584,0.00571029214504643,-0.0407768611891774,-0.127624954758577,-0.0979790518679266,-0.219801685070466,-0.113655087900095,0.0952078995700666,-0.251513212645985,-0.127364251531217,0.217783643222963,-0.0594122393925457,0.326764250141469,0.443788057051158,0.461995697767663,0.107327880063336,0.0157864977686123,-0.200134568377689,0.183776913708386,0.45376551019029,0.478441375789411,0.315229137622625,0.516670489088385,-0.128102038044708,0.455470204988107,0.184564775208962,0.617147527343728,0.491739474026927,0.501816041204076,0.551540069878285,0.44012109516533
0.536452622200144,0.597710753655603,0.605485874623233,0.593573418417703,0.538676299209917,0.582536545695162,0.24811533806187,0.546143403273696,0.615330586223152,0.590254903296498,0.564085708911821,0.37450487905072,0.515095654645479,0.340029666190637,0.425150326030325,-0.0558486446442128,0.432281817365289,0.350811103410954,0.282753122752931,0.338956732621741,0.543759801554624,0.584254369060597,0.563584393113524,0.433825194361006,0.604690629375721,0.605447806160194,0.598048909078841,0.446875376397757,0.0430676382328521,0.10772141104763,0.183632845930516,-0.225611725806998,0.275984978868872,0.375390964465382,0.390866513464313,0.410133883520651,0.32880857278493,0.16949097455293,-0.0921963202186787,0.0603403332821295,-0.0894282300768447,0.0523403722907401,-0.0760883001349563,0.291775105540363,-0.00587920908701155,0.0986478510066537,-0.0493508530720194,0.405867129692039,0.421272264079439,0.613141596894276,0.503644915341565,0.0845346715150732,0.151302468399128,0.405472021535664,0.122550999316634,0.35382920406821,-0.0554809749833307,-0.10613163921058,0.153185941996345,-0.0349096400832633,0.120877278092867,0.0382766659047318,0.0973380889678408,-0.144332810368617,-0.120127463655435,-0.0874315794593046,-0.17497182783202,-0.252567633788726,0.183124199273706,-0.22565119342728,0.375146038705033,0.39043396111482,0.328376371075829,0.169467549512623,0.0597805870314914,-0.0893288706286771,0.0528392321827036,0.291510045561647,0.454477562431713,0.397043868539814,0.448224871767761,0.035652176701641,0.341283075183335,0.0675499245272032,0.561573813609187,0.314543177943219,0.386263603373372,0.614844557953581,0.316624185001611
0.488996745378452,0.546258986122311,0.553499717269602,0.533700471222102,0.468324808663482,0.516471976127463,0.159865656075876,0.556893622067808,0.539195226673141,0.591591392919939,0.51385264391559,0.361528228170123,0.496203090964925,0.334327160811896,0.424793883555542,-0.147171026895038,0.482962380664088,0.197461793880957,0.126572900509649,0.287499820035868,0.47491247130018,0.554043279097052,0.499101662191644,0.425764105072524,0.551708357513393,0.549730000746384,0.547265744081441,0.355369371583251,-0.0852469280408119,0.0131715325358107,0.165636283660806,-0.176662517947541,0.227709160206475,0.323769345959797,0.388206238968319,0.389816614312716,0.360606465954114,0.107940823808518,-0.142962594786506,0.016974328365582,-0.12969539994049,0.11550489142319,-0.0504489413751995,0.342278776517678,-0.0472907818319374,0.0250527550709692,-0.00281532998359265,0.381098309801288,0.394795795880887,0.564369055898243,0.429390124416386,-0.052987063914714,-0.00781356547536689,0.381427274955091,0.0603464806506613,0.30042922060249,-0.0996600931758213,-0.0401498376002762,0.226614397625352,0.0380321629216701,0.0654099422800384,-0.013343513893641,0.023774848192418,-0.195003044125729,-0.117582703603075,0.000838783316866178,-0.260445683969643,-0.236133029091042,0.167028739562446,-0.177222488029994,0.324024912571472,0.388118704287899,0.360591297089699,0.107887422535039,0.0164545807716577,-0.129727923603006,0.115717343573876,0.342219876240531,0.44915751521427,0.35518538485799,0.468516112075847,-0.110554146714075,0.3873132551503,0.11855969638623,0.572470680990718,0.374040997616975,0.436597684087267,0.587187347792735,0.373300515062428
